detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,0,0,2025-05-30--12h-27m-57s-099525
9,11,H,H,0,0,2025-05-30--12h-27m-57s-099525
9,10,H,H,0,0,2025-05-30--12h-27m-57s-099525
11,12,H,H,0,0,2025-05-30--12h-27m-57s-099525
10,12,H,H,0,0,2025-05-30--12h-27m-57s-099525
10,11,H,H,0,0,2025-05-30--12h-27m-57s-099525
1,9,H,H,0,0,2025-05-30--12h-27m-57s-099525
1,12,H,H,0,0,2025-05-30--12h-27m-57s-099525
1,11,H,H,0,0,2025-05-30--12h-27m-57s-099525
1,10,H,H,0,0,2025-05-30--12h-27m-57s-099525
1,4,H,H,0,0,2025-05-30--12h-27m-57s-099525
1,7,H,H,0,0,2025-05-30--12h-27m-57s-099525
1,2,H,H,0,0,2025-05-30--12h-27m-57s-099525
4,9,H,H,0,0,2025-05-30--12h-27m-57s-099525
4,12,H,H,0,0,2025-05-30--12h-27m-57s-099525
4,11,H,H,0,0,2025-05-30--12h-27m-57s-099525
4,10,H,H,0,0,2025-05-30--12h-27m-57s-099525
4,7,H,H,0,0,2025-05-30--12h-27m-57s-099525
7,9,H,H,0,0,2025-05-30--12h-27m-57s-099525
7,12,H,H,0,0,2025-05-30--12h-27m-57s-099525
7,11,H,H,0,0,2025-05-30--12h-27m-57s-099525
7,10,H,H,0,0,2025-05-30--12h-27m-57s-099525
2,9,H,H,0,0,2025-05-30--12h-27m-57s-099525
2,12,H,H,0,0,2025-05-30--12h-27m-57s-099525
2,11,H,H,0,0,2025-05-30--12h-27m-57s-099525
2,10,H,H,0,0,2025-05-30--12h-27m-57s-099525
2,4,H,H,0,0,2025-05-30--12h-27m-57s-099525
2,7,H,H,0,0,2025-05-30--12h-27m-57s-099525
9,12,H,H,2,0,2025-05-30--12h-27m-57s-144807
9,11,H,H,2,0,2025-05-30--12h-27m-57s-144807
9,10,H,H,2,0,2025-05-30--12h-27m-57s-144807
11,12,H,H,2,0,2025-05-30--12h-27m-57s-144807
10,12,H,H,2,0,2025-05-30--12h-27m-57s-144807
10,11,H,H,2,0,2025-05-30--12h-27m-57s-144807
1,9,H,H,2,0,2025-05-30--12h-27m-57s-144807
1,12,H,H,2,0,2025-05-30--12h-27m-57s-144807
1,11,H,H,2,0,2025-05-30--12h-27m-57s-144807
1,10,H,H,2,0,2025-05-30--12h-27m-57s-144807
1,4,H,H,2,1,2025-05-30--12h-27m-57s-144807
1,7,H,H,2,0,2025-05-30--12h-27m-57s-144807
1,2,H,H,2,0,2025-05-30--12h-27m-57s-144807
4,9,H,H,2,0,2025-05-30--12h-27m-57s-144807
4,12,H,H,2,0,2025-05-30--12h-27m-57s-144807
4,11,H,H,2,0,2025-05-30--12h-27m-57s-144807
4,10,H,H,2,0,2025-05-30--12h-27m-57s-144807
4,7,H,H,2,0,2025-05-30--12h-27m-57s-144807
7,9,H,H,2,0,2025-05-30--12h-27m-57s-144807
7,12,H,H,2,0,2025-05-30--12h-27m-57s-144807
7,11,H,H,2,0,2025-05-30--12h-27m-57s-144807
