data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-03--07h-41m-54s,17.5,11.0,11.0,0.0,39.5,,1.5707963267948966,1.5707963267948966
2025-06-03--07h-41m-54s,21.5,10.0,8.0,0.5,40.0,,1.5207754699891267,1.419463689817681
2025-06-03--07h-41m-54s,18.5,9.0,12.0,0.0,39.5,,1.646818900604835,1.5707963267948966
2025-06-03--07h-41m-54s,18.5,17.0,5.0,0.0,40.5,,1.2699838515382758,1.5707963267948966
2025-06-03--07h-41m-54s,21.5,5.0,13.0,0.0,39.5,,1.7747387821580296,1.5707963267948966
2025-06-03--07h-41m-54s,17.5,13.0,9.0,0.0,39.5,,1.4693566241812164,1.5707963267948966
2025-06-03--07h-41m-54s,20.5,8.0,12.0,0.0,40.5,,1.669723037567748,1.5707963267948966
2025-06-03--07h-41m-54s,21.5,7.0,11.0,0.0,39.5,,1.672236029408577,1.5707963267948966
2025-06-03--07h-41m-54s,20.5,10.0,9.0,0.0,39.5,,1.545477166002274,1.5707963267948966
2025-06-03--07h-41m-54s,20.0,8.0,11.0,1.0,40.0,,1.6458668178716132,1.3508083493994372
2025-06-03--07h-41m-54s,18.5,11.0,10.0,0.0,39.5,,1.545477166002274,1.5707963267948966
2025-06-03--07h-41m-54s,16.5,14.0,9.0,0.0,39.5,,1.443873547896691,1.5707963267948966
2025-06-03--07h-41m-54s,18.0,11.0,11.0,0.0,40.0,,1.5707963267948966,1.5707963267948966
2025-06-03--07h-41m-54s,20.0,7.0,13.0,0.0,40.0,,1.7213645995715827,1.5707963267948966
2025-06-03--07h-41m-54s,16.0,15.0,9.0,0.0,40.0,,1.4202280540182106,1.5707963267948966
2025-06-03--07h-41m-54s,22.0,9.0,9.0,0.0,40.0,,1.5707963267948966,1.5707963267948966
2025-06-03--07h-41m-54s,19.0,8.0,13.0,0.0,40.0,,1.696124157962962,1.5707963267948966
2025-06-03--07h-41m-54s,16.0,11.0,12.0,0.5,39.5,,1.5961154875875192,1.3958272811292078
2025-06-03--07h-41m-54s,17.0,16.0,7.0,0.0,40.0,,1.3438532906163767,1.5707963267948966
2025-06-03--07h-41m-54s,20.0,11.0,8.0,0.5,39.5,,1.4947737529849583,1.4139806414504958
2025-06-03--07h-41m-54s,15.5,14.0,11.0,0.0,40.5,,1.4966543445611338,1.5707963267948966
2025-06-03--07h-41m-54s,21.0,11.0,8.0,0.0,40.0,,1.4957258357181802,1.5707963267948966
2025-06-03--07h-41m-54s,16.5,12.0,11.0,0.0,39.5,,1.545477166002274,1.5707963267948966
2025-06-03--07h-41m-54s,18.0,13.0,9.0,0.0,40.0,,1.4706289056333368,1.5707963267948966
2025-06-03--07h-41m-54s,12.5,11.0,16.0,0.0,39.5,,1.697719105693102,1.5707963267948966
2025-06-03--07h-41m-54s,22.0,10.0,8.0,0.5,40.5,,1.521393517472283,1.4211674174353792
2025-06-03--07h-41m-54s,24.0,7.0,9.0,0.0,40.0,,1.6208171836006666,1.5707963267948966
2025-06-03--07h-41m-54s,20.0,8.0,12.0,0.0,40.0,,1.6709637479564565,1.5707963267948966
2025-06-03--07h-41m-54s,16.5,13.0,11.0,0.0,40.5,,1.521393517472283,1.5707963267948966
2025-06-03--07h-41m-54s,19.0,6.0,14.0,0.5,39.5,,1.7747387821580296,1.409975846120432
2025-06-03--07h-41m-54s,21.5,8.0,11.0,0.0,40.5,,1.6449383090286596,1.5707963267948966
2025-06-03--07h-41m-54s,17.5,12.0,11.0,0.0,40.5,,1.5461024591797445,1.5707963267948966
2025-06-03--07h-41m-54s,19.5,11.0,10.0,0.0,40.5,,1.5461024591797445,1.5707963267948966
2025-06-03--07h-41m-54s,23.5,11.0,6.0,0.0,40.5,,1.447023753236062,1.5707963267948966
