,Measurement Basis,TT,TR,RT,RR
0,H,54866,57235,65761,51553
1,D,29712,83330,64025,53102
2,R,7941,104803,737,104193
3,V,57611,55415,63898,51611
4,A,83846,29650,63487,53039
5,L,105431,8139,127107,1046
