Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,54866,57235,65761,51553,120627,108788
1,D,29712,83330,64025,53102,93737,136432
2,R,7941,104803,737,104193,8678,208996
3,V,57611,55415,63898,51611,121509,107026
4,A,83846,29650,63487,53039,147333,82689
5,L,105431,8139,127107,1046,232538,9185
