data_dir,C',SB,VV,HH,N
2025-06-24--00h-14m-02s,61.0,1.0,9.0,129.0,200.0
2025-06-24--00h-14m-02s,61.0,1.0,12.0,126.0,200.0
2025-06-24--00h-14m-02s,71.0,0.0,17.0,112.0,200.0
2025-06-24--00h-14m-02s,78.0,0.0,11.0,111.0,200.0
2025-06-24--00h-14m-02s,63.0,1.0,7.0,129.0,200.0
2025-06-24--00h-14m-02s,70.0,0.0,14.0,116.0,200.0
2025-06-24--00h-14m-02s,60.0,1.0,13.0,126.0,200.0
2025-06-24--00h-14m-02s,55.0,0.0,17.0,128.0,200.0
2025-06-24--00h-14m-02s,74.0,1.0,17.0,108.0,200.0
2025-06-24--00h-14m-02s,66.0,0.0,14.0,120.0,200.0
2025-06-24--00h-14m-02s,70.0,1.0,8.0,121.0,200.0
2025-06-24--00h-14m-02s,61.0,1.0,11.0,127.0,200.0
2025-06-24--00h-14m-02s,65.0,1.0,12.0,122.0,200.0
2025-06-24--00h-14m-02s,69.0,3.0,7.0,121.0,200.0
2025-06-24--00h-14m-02s,70.0,0.0,14.0,116.0,200.0
2025-06-24--00h-14m-02s,63.0,0.0,12.0,125.0,200.0
2025-06-24--00h-14m-02s,74.0,1.0,13.0,112.0,200.0
2025-06-24--00h-14m-02s,60.0,0.0,12.0,128.0,200.0
2025-06-24--00h-14m-02s,70.0,2.0,14.0,114.0,200.0
2025-06-24--00h-14m-02s,58.0,1.0,19.0,122.0,200.0
2025-06-24--00h-14m-02s,71.0,1.0,9.0,119.0,200.0
2025-06-24--00h-14m-02s,73.0,0.0,14.0,113.0,200.0
2025-06-24--00h-14m-02s,59.0,4.0,13.0,124.0,200.0
2025-06-24--00h-14m-02s,67.0,0.0,6.0,127.0,200.0
2025-06-24--00h-14m-02s,63.0,0.0,7.0,130.0,200.0
2025-06-24--00h-14m-02s,63.0,0.0,8.0,129.0,200.0
2025-06-24--00h-14m-02s,75.0,3.0,9.0,113.0,200.0
2025-06-24--00h-14m-02s,69.0,2.0,14.0,115.0,200.0
2025-06-24--00h-14m-02s,78.0,0.0,13.0,109.0,200.0
2025-06-24--00h-14m-02s,73.0,2.0,13.0,112.0,200.0
2025-06-24--00h-14m-02s,66.0,1.0,10.0,123.0,200.0
2025-06-24--00h-14m-02s,71.0,1.0,10.0,118.0,200.0
2025-06-24--00h-14m-02s,68.0,2.0,10.0,120.0,200.0
2025-06-24--00h-14m-02s,70.0,2.0,7.0,121.0,200.0
2025-06-24--00h-14m-02s,68.0,1.0,16.0,115.0,200.0
2025-06-24--00h-14m-02s,65.0,0.0,9.0,126.0,200.0
2025-06-24--00h-14m-02s,69.0,0.0,14.0,117.0,200.0
2025-06-24--00h-14m-02s,75.0,3.0,12.0,110.0,200.0
2025-06-24--00h-14m-02s,62.0,1.0,12.0,125.0,200.0
2025-06-24--00h-14m-02s,62.0,3.0,12.0,123.0,200.0
2025-06-24--00h-14m-02s,63.0,2.0,10.0,125.0,200.0
2025-06-24--00h-14m-02s,55.0,0.0,9.0,136.0,200.0
2025-06-24--00h-14m-02s,58.0,2.0,14.0,126.0,200.0
2025-06-24--00h-14m-02s,66.0,2.0,9.0,123.0,200.0
2025-06-24--00h-14m-02s,64.0,1.0,13.0,122.0,200.0
2025-06-24--00h-14m-02s,66.0,1.0,8.0,125.0,200.0
2025-06-24--00h-14m-02s,63.0,0.0,12.0,125.0,200.0
2025-06-24--00h-14m-02s,67.0,3.0,18.0,112.0,200.0
2025-06-24--00h-14m-02s,57.0,3.0,10.0,130.0,200.0
2025-06-24--00h-14m-02s,65.0,1.0,13.0,121.0,200.0
2025-06-24--00h-14m-02s,58.0,0.0,14.0,128.0,200.0
2025-06-24--00h-14m-02s,88.0,0.0,7.0,105.0,200.0
2025-06-24--00h-14m-02s,73.0,0.0,17.0,110.0,200.0
2025-06-24--00h-14m-02s,73.0,1.0,9.0,117.0,200.0
2025-06-24--00h-14m-02s,57.0,3.0,7.0,133.0,200.0
2025-06-24--00h-14m-02s,65.0,1.0,16.0,118.0,200.0
2025-06-24--00h-14m-02s,75.0,1.0,11.0,113.0,200.0
2025-06-24--00h-14m-02s,62.0,0.0,12.0,126.0,200.0
2025-06-24--00h-14m-02s,64.0,0.0,17.0,119.0,200.0
2025-06-24--00h-14m-02s,71.0,0.0,15.0,114.0,200.0
2025-06-24--00h-14m-02s,56.0,1.0,13.0,130.0,200.0
2025-06-24--00h-14m-02s,63.0,1.0,15.0,121.0,200.0
2025-06-24--00h-14m-02s,62.0,1.0,13.0,124.0,200.0
2025-06-24--00h-14m-02s,67.0,1.0,12.0,120.0,200.0
2025-06-24--00h-14m-02s,56.0,1.0,8.0,135.0,200.0
2025-06-24--00h-14m-02s,74.0,3.0,10.0,113.0,200.0
2025-06-24--00h-14m-02s,66.0,0.0,4.0,130.0,200.0
2025-06-24--00h-14m-02s,65.0,2.0,11.0,122.0,200.0
2025-06-24--00h-14m-02s,65.0,1.0,10.0,124.0,200.0
2025-06-24--00h-14m-02s,74.0,0.0,5.0,121.0,200.0
2025-06-24--00h-14m-02s,67.0,1.0,10.0,122.0,200.0
2025-06-24--00h-14m-02s,73.0,1.0,11.0,115.0,200.0
2025-06-24--00h-14m-02s,62.0,1.0,10.0,127.0,200.0
2025-06-24--00h-14m-02s,61.0,0.0,17.0,122.0,200.0
2025-06-24--00h-14m-02s,64.0,1.0,17.0,118.0,200.0
2025-06-24--00h-14m-02s,70.0,1.0,12.0,117.0,200.0
2025-06-24--00h-14m-02s,73.0,0.0,9.0,118.0,200.0
2025-06-24--00h-14m-02s,75.0,0.0,12.0,113.0,200.0
2025-06-24--00h-14m-02s,71.0,1.0,10.0,118.0,200.0
2025-06-24--00h-14m-02s,54.0,0.0,11.0,135.0,200.0
2025-06-24--00h-14m-02s,68.0,0.0,15.0,117.0,200.0
2025-06-24--00h-14m-02s,71.0,3.0,11.0,115.0,200.0
2025-06-24--00h-14m-02s,79.0,1.0,12.0,108.0,200.0
2025-06-24--00h-14m-02s,74.0,0.0,14.0,112.0,200.0
2025-06-24--00h-14m-02s,70.0,1.0,9.0,120.0,200.0
2025-06-24--00h-14m-02s,54.0,2.0,16.0,128.0,200.0
2025-06-24--00h-14m-02s,66.0,1.0,16.0,117.0,200.0
