,Measurement Basis,TT,TR,RT,RR
0,H,83942,17029,116977,15391
1,D,66882,39040,65308,55615
2,R,78913,24187,110533,21171
3,V,14539,100857,19812,89771
4,A,31828,80596,66197,55955
5,L,19329,94792,20619,91862
