detector_a_name,detector_b_name,estimation_label,repetition,coincidences,timestamp
9,12,DB_H,2,0,2025-05-23--16h-58m-07s-342567
9,11,SB,2,0,2025-05-23--16h-58m-07s-342567
9,10,SB,2,0,2025-05-23--16h-58m-07s-342567
11,12,SB,2,0,2025-05-23--16h-58m-07s-342567
10,12,SB,2,0,2025-05-23--16h-58m-07s-342567
10,11,DB_V,2,1,2025-05-23--16h-58m-07s-342567
1,9,C,2,0,2025-05-23--16h-58m-07s-342567
1,12,C,2,0,2025-05-23--16h-58m-07s-342567
1,11,C,2,0,2025-05-23--16h-58m-07s-342567
1,10,C,2,0,2025-05-23--16h-58m-07s-342567
1,4,DB_H,2,0,2025-05-23--16h-58m-07s-342567
1,7,SB,2,0,2025-05-23--16h-58m-07s-342567
1,2,SB,2,0,2025-05-23--16h-58m-07s-342567
4,9,C,2,0,2025-05-23--16h-58m-07s-342567
4,12,C,2,0,2025-05-23--16h-58m-07s-342567
4,11,C,2,0,2025-05-23--16h-58m-07s-342567
4,10,C,2,0,2025-05-23--16h-58m-07s-342567
4,7,SB,2,0,2025-05-23--16h-58m-07s-342567
7,9,C,2,0,2025-05-23--16h-58m-07s-342567
7,12,C,2,0,2025-05-23--16h-58m-07s-342567
7,11,C,2,0,2025-05-23--16h-58m-07s-342567
7,10,C,2,0,2025-05-23--16h-58m-07s-342567
2,9,C,2,0,2025-05-23--16h-58m-07s-342567
2,12,C,2,0,2025-05-23--16h-58m-07s-342567
2,11,C,2,0,2025-05-23--16h-58m-07s-342567
2,10,C,2,0,2025-05-23--16h-58m-07s-342567
2,4,SB,2,0,2025-05-23--16h-58m-07s-342567
2,7,DB_V,2,0,2025-05-23--16h-58m-07s-342567
9,12,DB_H,3,0,2025-05-23--16h-58m-07s-360649
9,11,SB,3,0,2025-05-23--16h-58m-07s-360649
9,10,SB,3,0,2025-05-23--16h-58m-07s-360649
11,12,SB,3,0,2025-05-23--16h-58m-07s-360649
10,12,SB,3,0,2025-05-23--16h-58m-07s-360649
10,11,DB_V,3,1,2025-05-23--16h-58m-07s-360649
1,9,C,3,0,2025-05-23--16h-58m-07s-360649
1,12,C,3,0,2025-05-23--16h-58m-07s-360649
1,11,C,3,0,2025-05-23--16h-58m-07s-360649
1,10,C,3,0,2025-05-23--16h-58m-07s-360649
1,4,DB_H,3,0,2025-05-23--16h-58m-07s-360649
1,7,SB,3,0,2025-05-23--16h-58m-07s-360649
1,2,SB,3,0,2025-05-23--16h-58m-07s-360649
4,9,C,3,0,2025-05-23--16h-58m-07s-360649
4,12,C,3,0,2025-05-23--16h-58m-07s-360649
4,11,C,3,0,2025-05-23--16h-58m-07s-360649
4,10,C,3,0,2025-05-23--16h-58m-07s-360649
4,7,SB,3,0,2025-05-23--16h-58m-07s-360649
7,9,C,3,0,2025-05-23--16h-58m-07s-360649
7,12,C,3,0,2025-05-23--16h-58m-07s-360649
7,11,C,3,0,2025-05-23--16h-58m-07s-360649
7,10,C,3,0,2025-05-23--16h-58m-07s-360649
2,9,C,3,0,2025-05-23--16h-58m-07s-360649
2,12,C,3,0,2025-05-23--16h-58m-07s-360649
2,11,C,3,0,2025-05-23--16h-58m-07s-360649
2,10,C,3,0,2025-05-23--16h-58m-07s-360649
2,4,SB,3,0,2025-05-23--16h-58m-07s-360649
2,7,DB_V,3,0,2025-05-23--16h-58m-07s-360649
9,12,DB_H,4,0,2025-05-23--16h-58m-07s-379219
9,11,SB,4,0,2025-05-23--16h-58m-07s-379219
9,10,SB,4,0,2025-05-23--16h-58m-07s-379219
11,12,SB,4,0,2025-05-23--16h-58m-07s-379219
10,12,SB,4,0,2025-05-23--16h-58m-07s-379219
10,11,DB_V,4,0,2025-05-23--16h-58m-07s-379219
1,9,C,4,0,2025-05-23--16h-58m-07s-379219
1,12,C,4,0,2025-05-23--16h-58m-07s-379219
1,11,C,4,0,2025-05-23--16h-58m-07s-379219
1,10,C,4,0,2025-05-23--16h-58m-07s-379219
1,4,DB_H,4,0,2025-05-23--16h-58m-07s-379219
1,7,SB,4,0,2025-05-23--16h-58m-07s-379219
1,2,SB,4,0,2025-05-23--16h-58m-07s-379219
4,9,C,4,0,2025-05-23--16h-58m-07s-379219
4,12,C,4,0,2025-05-23--16h-58m-07s-379219
4,11,C,4,0,2025-05-23--16h-58m-07s-379219
4,10,C,4,0,2025-05-23--16h-58m-07s-379219
4,7,SB,4,0,2025-05-23--16h-58m-07s-379219
7,9,C,4,0,2025-05-23--16h-58m-07s-379219
7,12,C,4,0,2025-05-23--16h-58m-07s-379219
7,11,C,4,0,2025-05-23--16h-58m-07s-379219
7,10,C,4,0,2025-05-23--16h-58m-07s-379219
2,9,C,4,0,2025-05-23--16h-58m-07s-379219
2,12,C,4,0,2025-05-23--16h-58m-07s-379219
2,11,C,4,0,2025-05-23--16h-58m-07s-379219
2,10,C,4,0,2025-05-23--16h-58m-07s-379219
2,4,SB,4,0,2025-05-23--16h-58m-07s-379219
2,7,DB_V,4,1,2025-05-23--16h-58m-07s-379219
9,12,DB_H,5,0,2025-05-23--16h-58m-07s-397036
9,11,SB,5,0,2025-05-23--16h-58m-07s-397036
9,10,SB,5,0,2025-05-23--16h-58m-07s-397036
11,12,SB,5,0,2025-05-23--16h-58m-07s-397036
10,12,SB,5,0,2025-05-23--16h-58m-07s-397036
10,11,DB_V,5,0,2025-05-23--16h-58m-07s-397036
1,9,C,5,0,2025-05-23--16h-58m-07s-397036
1,12,C,5,0,2025-05-23--16h-58m-07s-397036
1,11,C,5,0,2025-05-23--16h-58m-07s-397036
1,10,C,5,0,2025-05-23--16h-58m-07s-397036
1,4,DB_H,5,0,2025-05-23--16h-58m-07s-397036
1,7,SB,5,0,2025-05-23--16h-58m-07s-397036
1,2,SB,5,0,2025-05-23--16h-58m-07s-397036
4,9,C,5,0,2025-05-23--16h-58m-07s-397036
4,12,C,5,0,2025-05-23--16h-58m-07s-397036
4,11,C,5,0,2025-05-23--16h-58m-07s-397036
4,10,C,5,0,2025-05-23--16h-58m-07s-397036
4,7,SB,5,0,2025-05-23--16h-58m-07s-397036
7,9,C,5,0,2025-05-23--16h-58m-07s-397036
7,12,C,5,0,2025-05-23--16h-58m-07s-397036
7,11,C,5,0,2025-05-23--16h-58m-07s-397036
7,10,C,5,0,2025-05-23--16h-58m-07s-397036
2,9,C,5,0,2025-05-23--16h-58m-07s-397036
2,12,C,5,0,2025-05-23--16h-58m-07s-397036
2,11,C,5,0,2025-05-23--16h-58m-07s-397036
2,10,C,5,0,2025-05-23--16h-58m-07s-397036
2,4,SB,5,0,2025-05-23--16h-58m-07s-397036
2,7,DB_V,5,1,2025-05-23--16h-58m-07s-397036
9,12,DB_H,6,0,2025-05-23--16h-58m-07s-416043
9,11,SB,6,0,2025-05-23--16h-58m-07s-416043
9,10,SB,6,0,2025-05-23--16h-58m-07s-416043
11,12,SB,6,0,2025-05-23--16h-58m-07s-416043
10,12,SB,6,0,2025-05-23--16h-58m-07s-416043
10,11,DB_V,6,2,2025-05-23--16h-58m-07s-416043
1,9,C,6,0,2025-05-23--16h-58m-07s-416043
1,12,C,6,0,2025-05-23--16h-58m-07s-416043
1,11,C,6,0,2025-05-23--16h-58m-07s-416043
1,10,C,6,0,2025-05-23--16h-58m-07s-416043
1,4,DB_H,6,0,2025-05-23--16h-58m-07s-416043
1,7,SB,6,0,2025-05-23--16h-58m-07s-416043
1,2,SB,6,0,2025-05-23--16h-58m-07s-416043
4,9,C,6,0,2025-05-23--16h-58m-07s-416043
4,12,C,6,0,2025-05-23--16h-58m-07s-416043
4,11,C,6,0,2025-05-23--16h-58m-07s-416043
4,10,C,6,0,2025-05-23--16h-58m-07s-416043
