theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
2.8797932657906435,0,42.269680606252955,82.7192760968935,-44.42107443068822,-84.13473656040212,90,10,32.7C
