Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,41913,80353,44755,65575,86668,145928
1,D,118813,3834,124754,7831,243567,11665
2,R,58180,65019,94357,30838,152537,95857
3,V,81334,42641,95720,28856,177054,71497
4,A,3454,118818,11414,92547,14868,211365
5,L,64851,58200,42281,69414,107132,127614
