Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,6256,144469,11098,126462,17354,270931
1,D,86695,63629,91631,65196,178326,128825
2,R,100347,49249,128560,37151,228907,86400
3,V,141910,6631,167988,6727,309898,13358
4,A,60362,88079,89823,65634,150185,153713
5,L,47867,103191,56800,93510,104667,196701
