theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
1.9634954084936207,1.5707963267948966,31.558626805681918,56.567748767817434,38.4628719839494,59.06241671470649,5
