detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
4,11,2554347203836528640,2554347203836528640,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
4,9,2554347203847987712,2554347203847987712,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
9,10,2554347203848519680,2554347203848519680,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
7,10,2554347203850037760,2554347203850037760,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
4,12,2554347203860994048,2554347203860994048,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
4,10,2554347203873539072,2554347203873539072,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
9,12,2554347203877279744,2554347203877279744,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
1,4,2554347203877398016,2554347203877398016,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
7,9,2554347203878017024,2554347203878017024,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
2,4,2554347203883470336,2554347203883470336,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
2,9,2554347203885990400,2554347203885990400,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
2,12,2554347203893236224,2554347203893236224,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
9,11,2554347203898446336,2554347203898446336,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
10,11,2554347203903593472,2554347203903593472,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
4,11,2554347203905424896,2554347203905424896,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
4,7,2554347203907490816,2554347203907490816,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
1,7,2554347203907639808,2554347203907639808,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
4,7,2554347203908416512,2554347203908416512,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
4,7,2554347203910374912,2554347203910374912,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
4,12,2554347203912236544,2554347203912236544,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
1,11,2554347203912949760,2554347203912949760,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
1,10,2554347203913714176,2554347203913714176,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
9,12,2554347203914329088,2554347203914329088,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
9,11,2554347203915568640,2554347203915568640,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
7,11,2554347203915606528,2554347203915606528,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
2,10,2554347203924645888,2554347203924645888,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
7,9,2554347203927951360,2554347203927951360,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
4,9,2554347203928158720,2554347203928158720,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
4,9,2554347203929353216,2554347203929353216,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
4,9,2554347203939315712,2554347203939315712,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
9,11,2554347203959588864,2554347203959588864,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
1,4,2554347203963753984,2554347203963753984,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
7,9,2554347203981618176,2554347203981618176,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
2,4,2554347203988144640,2554347203988144640,2025-06-18--19h-02m-45s,H,H,2025-06-18--19h-02m-17s
1,12,2554347203994894848,2554347203994894848,2025-06-18--19h-02m-44s,H,H,2025-06-18--19h-02m-17s
