data_dir,C',SB,VV,HH,N
2025-06-18--19h-02m-17s,38.0,29.0,29.0,24.0,120.0
2025-06-18--19h-02m-17s,33.0,22.0,35.0,30.0,120.0
2025-06-18--19h-02m-17s,24.0,40.0,30.0,26.0,120.0
2025-06-18--19h-02m-17s,24.0,31.0,34.0,31.0,120.0
2025-06-18--19h-02m-17s,18.0,38.0,32.0,32.0,120.0
2025-06-18--19h-02m-17s,32.0,27.0,23.0,38.0,120.0
2025-06-18--19h-02m-17s,35.0,26.0,26.0,33.0,120.0
2025-06-18--19h-02m-17s,21.0,29.0,35.0,35.0,120.0
2025-06-18--19h-02m-17s,35.0,26.0,29.0,30.0,120.0
2025-06-18--19h-02m-17s,21.0,32.0,30.0,37.0,120.0
2025-06-18--19h-02m-17s,31.0,32.0,30.0,27.0,120.0
2025-06-18--19h-02m-17s,28.0,25.0,35.0,32.0,120.0
2025-06-18--19h-02m-17s,33.0,25.0,25.0,37.0,120.0
2025-06-18--19h-02m-17s,26.0,34.0,38.0,22.0,120.0
2025-06-18--19h-02m-17s,32.0,28.0,36.0,24.0,120.0
2025-06-18--19h-02m-17s,32.0,22.0,35.0,31.0,120.0
2025-06-18--19h-02m-17s,26.0,34.0,33.0,27.0,120.0
2025-06-18--19h-02m-17s,22.0,30.0,37.0,31.0,120.0
2025-06-18--19h-02m-17s,22.0,25.0,33.0,40.0,120.0
2025-06-18--19h-02m-17s,29.0,36.0,27.0,28.0,120.0
2025-06-18--19h-02m-17s,28.0,32.0,32.0,28.0,120.0
2025-06-18--19h-02m-17s,35.0,30.0,26.0,29.0,120.0
2025-06-18--19h-02m-17s,36.0,25.0,22.0,37.0,120.0
2025-06-18--19h-02m-17s,36.0,29.0,28.0,27.0,120.0
2025-06-18--19h-02m-17s,24.0,30.0,37.0,29.0,120.0
2025-06-18--19h-02m-17s,30.0,32.0,29.0,29.0,120.0
2025-06-18--19h-02m-17s,26.0,25.0,39.0,30.0,120.0
2025-06-18--19h-02m-17s,25.0,23.0,37.0,35.0,120.0
2025-06-18--19h-02m-17s,28.0,35.0,17.0,40.0,120.0
2025-06-18--19h-02m-17s,32.0,19.0,30.0,39.0,120.0
2025-06-18--19h-02m-17s,26.0,36.0,32.0,26.0,120.0
2025-06-18--19h-02m-17s,33.0,26.0,27.0,34.0,120.0
2025-06-18--19h-02m-17s,36.0,34.0,31.0,19.0,120.0
2025-06-18--19h-02m-17s,24.0,30.0,28.0,38.0,120.0
2025-06-18--19h-02m-17s,36.0,31.0,24.0,29.0,120.0
2025-06-18--19h-02m-17s,24.0,27.0,35.0,34.0,120.0
2025-06-18--19h-02m-17s,28.0,32.0,33.0,27.0,120.0
2025-06-18--19h-02m-17s,36.0,26.0,26.0,32.0,120.0
2025-06-18--19h-02m-17s,18.0,29.0,40.0,33.0,120.0
2025-06-18--19h-02m-17s,33.0,26.0,29.0,32.0,120.0
