Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,56948,55016,68888,48568,125836,103584
1,D,111896,3345,111610,16603,223506,19948
2,R,72436,41028,109671,17564,182107,58592
3,V,56082,55609,65539,50899,121621,106508
4,A,2852,108769,19279,92517,22131,201286
5,L,41595,70620,19725,89820,61320,160440
