data_dir,C,DB_H,DB_V,SB,N
2025-05-23--18h-55m-00s,4.0,0.0,181.0,15.0,200.0
2025-05-23--18h-55m-00s,3.0,0.0,175.0,22.0,200.0
2025-05-23--18h-55m-00s,3.5,2.0,175.0,19.5,200.0
2025-05-23--18h-55m-00s,4.5,2.0,173.0,20.5,200.0
2025-05-23--18h-55m-00s,2.0,0.0,176.0,22.0,200.0
2025-05-23--18h-55m-00s,4.0,0.0,181.0,15.0,200.0
2025-05-23--18h-55m-00s,4.0,1.0,184.0,11.0,200.0
2025-05-23--18h-55m-00s,1.0,2.0,178.0,19.0,200.0
2025-05-23--18h-55m-00s,4.0,3.0,173.0,20.0,200.0
2025-05-23--18h-55m-00s,3.0,2.0,177.0,18.0,200.0
2025-05-23--18h-55m-00s,1.5,1.0,180.0,17.5,200.0
2025-05-23--18h-55m-00s,2.0,0.0,177.0,21.0,200.0
2025-05-23--18h-55m-00s,4.5,1.0,177.0,17.5,200.0
2025-05-23--18h-55m-00s,2.0,0.0,184.0,14.0,200.0
2025-05-23--18h-55m-00s,3.0,0.0,182.0,15.0,200.0
2025-05-23--18h-55m-00s,3.5,2.0,172.0,22.5,200.0
2025-05-23--18h-55m-00s,5.5,1.0,172.0,21.5,200.0
2025-05-23--18h-55m-00s,2.0,0.0,181.0,17.0,200.0
2025-05-23--18h-55m-00s,2.5,0.0,175.0,22.5,200.0
2025-05-23--18h-55m-00s,2.5,1.0,179.0,17.5,200.0
2025-05-23--18h-55m-00s,2.5,0.0,178.0,19.5,200.0
2025-05-23--18h-55m-00s,0.5,0.0,179.0,20.5,200.0
2025-05-23--18h-55m-00s,3.0,1.0,183.0,13.0,200.0
2025-05-23--18h-55m-00s,3.0,0.0,176.0,21.0,200.0
2025-05-23--18h-55m-00s,2.0,1.0,179.0,18.0,200.0
2025-05-23--18h-55m-00s,4.0,0.0,182.0,14.0,200.0
2025-05-23--18h-55m-00s,4.0,0.0,179.0,17.0,200.0
2025-05-23--18h-55m-00s,5.0,0.0,172.0,23.0,200.0
2025-05-23--18h-55m-00s,2.0,1.0,174.0,23.0,200.0
2025-05-23--18h-55m-00s,4.0,1.0,181.0,14.0,200.0
2025-05-23--18h-55m-00s,4.0,1.0,177.0,18.0,200.0
2025-05-23--18h-55m-00s,4.5,0.0,174.0,21.5,200.0
2025-05-23--18h-55m-00s,6.0,1.0,177.0,16.0,200.0
