data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-06-01--01h-48m-47s,20.0,9.0,9.0,1.5,39.5,,1.5707963267948966,1.3034890838711646
2025-06-01--01h-48m-47s,13.0,9.0,15.0,2.0,39.0,,1.7252559252790807,1.1970041519603862
2025-06-01--01h-48m-47s,18.5,7.0,11.0,2.5,39.0,,1.6735411046604913,1.218522617568474
2025-06-01--01h-48m-47s,16.0,10.0,12.0,1.0,39.0,,1.6221008820590965,1.3258176636680326
2025-06-01--01h-48m-47s,17.0,8.0,13.0,2.0,40.0,,1.696124157962962,1.2403736788834132
2025-06-01--01h-48m-47s,15.5,10.0,13.0,1.5,40.0,,1.6458668178716132,1.2692006239900617
2025-06-01--01h-48m-47s,13.5,14.0,11.0,0.5,39.0,,1.493797186138073,1.38067072344843
2025-06-01--01h-48m-47s,18.0,12.0,8.0,2.5,40.5,,1.4718696160220452,1.2140629382808028
2025-06-01--01h-48m-47s,14.5,8.0,15.0,2.5,40.0,,1.746702094958613,1.1772321914668327
2025-06-01--01h-48m-47s,17.5,10.0,10.0,2.0,39.5,,1.5707963267948966,1.2447962942412465
2025-06-01--01h-48m-47s,16.5,13.0,9.0,2.5,41.0,,1.4730799179457903,1.199591861784749
2025-06-01--01h-48m-47s,14.0,13.0,9.0,3.0,39.0,,1.468051548929302,1.13725841743906
2025-06-01--01h-48m-47s,21.5,10.0,5.0,2.5,39.0,,1.4422373667534711,1.2421642501721384
2025-06-01--01h-48m-47s,17.5,10.0,9.0,3.0,39.5,,1.545477166002274,1.1782459661043494
2025-06-01--01h-48m-47s,22.5,4.0,7.0,5.5,39.0,,1.6477954674517201,1.1116281120564868
2025-06-01--01h-48m-47s,20.0,9.0,10.0,1.0,40.0,,1.5957989316942578,1.3508083493994372
2025-06-01--01h-48m-47s,23.0,6.0,8.0,4.0,41.0,,1.619596181165559,1.175696659508507
2025-06-01--01h-48m-47s,21.0,11.0,6.0,1.5,39.5,,1.443873547896691,1.3096389158918722
2025-06-01--01h-48m-47s,17.5,14.0,6.0,1.5,39.0,,1.3642016307023015,1.2859856672584313
2025-06-01--01h-48m-47s,15.5,8.0,15.0,2.0,40.5,,1.744508164785125,1.2259397498095905
2025-06-01--01h-48m-47s,18.5,10.0,9.0,2.5,40.0,,1.5457937218955355,1.218522617568474
2025-06-01--01h-48m-47s,12.5,16.0,9.0,2.5,40.0,,1.3948905586311804,1.1502619915109316
2025-06-01--01h-48m-47s,19.5,14.0,3.0,2.5,39.0,,1.2848647975736185,1.2269615008393358
2025-06-01--01h-48m-47s,15.5,7.0,17.0,1.5,41.0,,1.8171841182042048,1.2692006239900617
2025-06-01--01h-48m-47s,16.5,14.0,7.0,3.0,40.5,,1.3970844888046683,1.1677392523287835
2025-06-01--01h-48m-47s,20.5,8.0,8.0,3.0,39.5,,1.5707963267948966,1.205426428853871
2025-06-01--01h-48m-47s,21.5,8.0,9.0,1.0,39.5,,1.5961154875875192,1.3583841130554524
2025-06-01--01h-48m-47s,16.5,12.0,9.0,2.0,39.5,,1.4947737529849583,1.235765826397511
2025-06-01--01h-48m-47s,16.5,11.0,9.0,3.0,39.5,,1.5201417558761694,1.1677392523287835
2025-06-01--01h-48m-47s,19.0,10.0,10.0,1.5,40.5,,1.5707963267948966,1.2968830464914924
2025-06-01--01h-48m-47s,19.5,12.0,8.0,1.0,40.5,,1.4718696160220452,1.3480970397991596
2025-06-01--01h-48m-47s,18.5,12.0,6.0,4.0,40.5,,1.4221008325273343,1.1355464198179313
2025-06-01--01h-48m-47s,9.0,13.0,15.0,2.0,39.0,,1.6221008820590965,1.1302856637901981
2025-06-01--01h-48m-47s,20.0,4.0,13.0,2.0,39.0,,1.803664505052979,1.2645189576252271
2025-06-01--01h-48m-47s,20.0,10.0,9.0,2.0,41.0,,1.5464036640172414,1.2645189576252271
2025-06-01--01h-48m-47s,19.5,11.0,8.0,1.5,40.0,,1.4957258357181802,1.3002465638163236
2025-06-01--01h-48m-47s,17.5,14.0,6.0,1.5,39.0,,1.3642016307023015,1.2859856672584313
2025-06-01--01h-48m-47s,15.5,10.0,11.0,2.5,39.0,,1.5964401629350142,1.1889030785959809
2025-06-01--01h-48m-47s,19.5,15.0,5.0,1.5,41.0,,1.3244085353855886,1.3002465638163236
2025-06-01--01h-48m-47s,14.5,13.0,10.0,2.5,40.0,,1.4957258357181802,1.1772321914668327
2025-06-01--01h-48m-47s,19.5,13.0,7.0,0.5,40.0,,1.4202280540182106,1.412016112149136
2025-06-01--01h-48m-47s,19.5,9.0,11.0,1.0,40.5,,1.6201991361175103,1.3480970397991596
2025-06-01--01h-48m-47s,16.0,11.0,13.0,1.0,41.0,,1.619596181165559,1.3258176636680326
2025-06-01--01h-48m-47s,17.5,12.0,9.0,1.0,39.5,,1.4947737529849583,1.3361538466137455
2025-06-01--01h-48m-47s,20.5,7.0,11.0,1.5,40.0,,1.6709637479564565,1.3066176946497716
2025-06-01--01h-48m-47s,17.5,12.0,8.0,3.5,41.0,,1.4730799179457903,1.1502619915109316
2025-06-01--01h-48m-47s,14.5,16.0,9.0,0.0,39.5,,1.3926401971740683,1.5707963267948966
2025-06-01--01h-48m-47s,18.0,16.0,5.0,1.0,40.0,,1.292206624403246,1.3393189628247182
2025-06-01--01h-48m-47s,15.0,10.0,13.0,1.0,39.0,,1.6477954674517201,1.318116071652818
2025-06-01--01h-48m-47s,15.5,10.0,13.0,1.0,39.5,,1.646818900604835,1.3220562768356152
2025-06-01--01h-48m-47s,19.0,14.0,5.0,1.5,39.5,,1.3409292473275063,1.2968830464914924
2025-06-01--01h-48m-47s,24.5,10.0,5.0,1.5,41.0,,1.448540787755115,1.3282324526994114
2025-06-01--01h-48m-47s,13.5,12.0,10.0,4.5,40.0,,1.5207754699891267,1.0471975511965976
2025-06-01--01h-48m-47s,20.5,11.0,7.0,1.5,40.0,,1.4706289056333368,1.3066176946497716
2025-06-01--01h-48m-47s,17.5,12.0,9.0,2.0,40.5,,1.4966543445611338,1.2447962942412465
2025-06-01--01h-48m-47s,15.5,13.0,8.0,2.5,39.0,,1.4422373667534711,1.1889030785959809
2025-06-01--01h-48m-47s,14.0,10.0,15.0,1.0,40.0,,1.696124157962962,1.3096389158918722
2025-06-01--01h-48m-47s,17.0,11.0,11.0,0.0,39.0,,1.5707963267948966,1.5707963267948966
2025-06-01--01h-48m-47s,16.0,12.0,9.0,2.0,39.0,,1.493797186138073,1.2309594173407747
2025-06-01--01h-48m-47s,18.5,10.0,11.0,1.5,41.0,,1.5951889895725517,1.2933908103048608
2025-06-01--01h-48m-47s,18.5,10.0,8.0,2.5,39.0,,1.5194917715306968,1.218522617568474
2025-06-01--01h-48m-47s,17.5,11.0,9.0,2.0,39.5,,1.5201417558761694,1.2447962942412465
2025-06-01--01h-48m-47s,19.0,12.0,7.0,1.5,39.5,,1.443873547896691,1.2968830464914924
2025-06-01--01h-48m-47s,17.0,7.0,13.0,2.5,39.5,,1.7232853429069952,1.204609766589617
2025-06-01--01h-48m-47s,13.5,8.0,15.0,4.0,40.5,,1.744508164785125,1.0723158896574636
2025-06-01--01h-48m-47s,12.5,11.0,14.0,1.5,39.0,,1.6477954674517201,1.2373231545430645
