,Measurement Basis,TT,TR,RT,RR
0,H,97142,16507,113299,16823
1,D,22947,88994,18835,92724
2,R,75933,37746,62494,56884
3,V,16745,95102,16264,91729
4,A,88579,22354,107561,18478
5,L,37714,74091,65106,55648
