,Measurement Basis,TT,TR,RT,RR
0,H,25004,84528,32701,72160
1,D,36019,71498,25558,78534
2,R,89216,9944,106600,18563
3,V,72767,29466,94344,27289
4,A,60876,42515,105315,18520
5,L,8398,103400,26632,79097
