data_dir,C,SB,DB_V,DB_H,N
2025-06-18--18h-04m-12s,63.0,3.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,52.0,5.0,63.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,4.0,52.0,0.0,120.0
2025-06-18--18h-04m-12s,52.0,3.0,65.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,5.0,51.0,0.0,120.0
2025-06-18--18h-04m-12s,73.0,0.0,47.0,0.0,120.0
2025-06-18--18h-04m-12s,70.0,1.0,49.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,1.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,50.0,3.0,67.0,0.0,120.0
2025-06-18--18h-04m-12s,59.0,3.0,58.0,0.0,120.0
2025-06-18--18h-04m-12s,54.0,1.0,65.0,0.0,120.0
2025-06-18--18h-04m-12s,66.0,4.0,50.0,0.0,120.0
2025-06-18--18h-04m-12s,61.0,2.0,57.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,2.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,65.0,3.0,52.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,2.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,1.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,60.0,7.0,53.0,0.0,120.0
2025-06-18--18h-04m-12s,57.0,1.0,62.0,0.0,120.0
2025-06-18--18h-04m-12s,70.0,2.0,48.0,0.0,120.0
2025-06-18--18h-04m-12s,60.0,5.0,55.0,0.0,120.0
2025-06-18--18h-04m-12s,66.0,3.0,51.0,0.0,120.0
2025-06-18--18h-04m-12s,67.0,1.0,52.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,0.0,56.0,0.0,120.0
2025-06-18--18h-04m-12s,61.0,1.0,58.0,0.0,120.0
2025-06-18--18h-04m-12s,55.0,4.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,1.0,63.0,0.0,120.0
2025-06-18--18h-04m-12s,65.0,6.0,49.0,0.0,120.0
2025-06-18--18h-04m-12s,59.0,2.0,59.0,0.0,120.0
2025-06-18--18h-04m-12s,60.0,2.0,58.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,4.0,53.0,0.0,120.0
2025-06-18--18h-04m-12s,72.0,3.0,45.0,0.0,120.0
2025-06-18--18h-04m-12s,55.0,4.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,1.0,56.0,0.0,120.0
2025-06-18--18h-04m-12s,73.0,4.0,43.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,0.0,57.0,0.0,120.0
2025-06-18--18h-04m-12s,54.0,2.0,64.0,0.0,120.0
2025-06-18--18h-04m-12s,61.0,1.0,58.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,5.0,59.0,0.0,120.0
2025-06-18--18h-04m-12s,62.0,2.0,56.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,3.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,6.0,56.0,0.0,120.0
2025-06-18--18h-04m-12s,59.0,2.0,59.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,4.0,53.0,0.0,120.0
2025-06-18--18h-04m-12s,60.0,4.0,56.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,1.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,2.0,60.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,3.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,59.0,1.0,60.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,3.0,59.0,0.0,120.0
2025-06-18--18h-04m-12s,66.0,2.0,52.0,0.0,120.0
2025-06-18--18h-04m-12s,65.0,1.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,65.0,2.0,53.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,2.0,60.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,1.0,56.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,3.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,58.0,1.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,57.0,3.0,60.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,1.0,63.0,0.0,120.0
2025-06-18--18h-04m-12s,57.0,3.0,60.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,5.0,59.0,0.0,120.0
2025-06-18--18h-04m-12s,63.0,3.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,59.0,2.0,59.0,0.0,120.0
2025-06-18--18h-04m-12s,61.0,2.0,57.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,1.0,63.0,0.0,120.0
2025-06-18--18h-04m-12s,60.0,0.0,60.0,0.0,120.0
2025-06-18--18h-04m-12s,65.0,3.0,52.0,0.0,120.0
2025-06-18--18h-04m-12s,52.0,4.0,64.0,0.0,120.0
2025-06-18--18h-04m-12s,53.0,2.0,65.0,0.0,120.0
2025-06-18--18h-04m-12s,55.0,5.0,60.0,0.0,120.0
2025-06-18--18h-04m-12s,62.0,4.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,2.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,2.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,57.0,2.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,60.0,6.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,3.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,57.0,5.0,58.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,2.0,62.0,0.0,120.0
2025-06-18--18h-04m-12s,64.0,1.0,55.0,0.0,120.0
2025-06-18--18h-04m-12s,54.0,5.0,61.0,0.0,120.0
2025-06-18--18h-04m-12s,55.0,3.0,62.0,0.0,120.0
2025-06-18--18h-04m-12s,56.0,5.0,59.0,0.0,120.0
2025-06-18--18h-04m-12s,61.0,5.0,54.0,0.0,120.0
2025-06-18--18h-04m-12s,62.0,4.0,54.0,0.0,120.0
