Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,32617,29365,27484,28044,60101,57409
1,D,24602,36748,35966,20784,60568,57532
2,R,1069,59602,1516,53280,2585,112882
3,V,30593,31751,30384,25420,60977,57171
4,A,38123,23733,21570,34142,59693,57875
5,L,62110,1161,56193,1126,118303,2287
