,Measurement Basis,TT,TR,RT,RR
0,H,47831,56936,66313,50083
1,D,71435,30063,65687,51569
2,R,91034,7919,129615,1348
3,V,48251,57103,65158,50887
4,A,24049,85197,63589,52515
5,L,6337,106808,545,101865
