angle,singles,coincidences
0.0,6508.0,1225
10.0,13566.0,2734
20.0,18538.0,3876
30.0,20117.0,4254
40.0,17180.0,3541
50.0,11134.0,2232
60.0,4632.0,854
70.0,533.0,58
80.0,1310.0,197
103.38283638264257,15302.0,3161
104.38283638264257,16138.0,3280
105.38283638264257,16474.0,3349
106.38283638264257,17131.0,3498
107.38283638264257,17247.0,3585
108.38283638264257,18130.0,3799
109.38283638264257,18577.0,3866
110.38283638264257,18766.0,3953
111.38283638264257,19125.0,4064
112.38283638264257,19634.0,4180
113.38283638264257,19518.0,4026
114.38283638264257,19822.0,4257
115.38283638264257,19984.0,4193
116.38283638264257,20034.0,4275
117.38283638264257,20086.0,4441
118.38283638264257,20157.0,4201
119.38283638264257,20464.0,4282
120.38283638264257,19936.0,4222
121.38283638264257,20003.0,4342
122.38283638264257,19614.0,4019
