,Measurement Basis,TT,TR,RT,RR
0,H,65631,12974,74326,12290
1,D,19243,68062,12200,58574
2,R,56261,24597,51804,29861
3,V,10741,78398,13476,57580
4,A,57097,23361,75799,11495
5,L,20635,67748,36436,41640
