Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,82165,18121,114580,16235,196745,34356
1,D,72395,31989,74040,48013,146435,80002
2,R,75895,27641,110049,20133,185944,47774
3,V,15507,97802,21768,87187,37275,184989
4,A,25683,86391,56623,62128,82306,148519
5,L,22133,90247,19937,90335,42070,180582
