theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,power,temperature
0.7853981633974483,2.356194490192345,13.52503267170461,22.05558247447343,-0.23341722702592246,16.147043102140614,2,10,32.7C
