Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,21220,98352,22705,80355,43925,178707
1,D,102322,17549,101993,24003,204315,41552
2,R,75828,45055,105593,22031,181421,67086
3,V,97848,21298,115004,14692,212852,35990
4,A,17055,102827,35146,75267,52201,178094
5,L,44873,74366,32748,74826,77621,149192
