,Measurement Basis,TT,TR,RT,RR
0,H,21220,98352,22705,80355
1,D,102322,17549,101993,24003
2,R,75828,45055,105593,22031
3,V,97848,21298,115004,14692
4,A,17055,102827,35146,75267
5,L,44873,74366,32748,74826
