,Measurement Basis,TT,TR,RT,RR
0,H,49745,58301,68861,50563
1,D,82041,21175,80758,43229
2,R,86852,14604,131493,2488
3,V,49117,58914,66769,52273
4,A,16934,96530,52802,64415
5,L,12161,103385,1912,105106
