Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,49745,58301,68861,50563,118606,108864
1,D,82041,21175,80758,43229,162799,64404
2,R,86852,14604,131493,2488,218345,17092
3,V,49117,58914,66769,52273,115886,111187
4,A,16934,96530,52802,64415,69736,160945
5,L,12161,103385,1912,105106,14073,208491
