,Measurement Basis,TT,TR,RT,RR
0,H,22064,128188,31843,111253
1,D,111094,37107,110871,50709
2,R,109611,38837,151539,18928
3,V,123639,22934,149191,20781
4,A,34748,114264,70374,83301
5,L,37458,112513,32009,113736
