Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,15080,100849,21057,88284,36137,189133
1,D,68008,39578,70402,51833,138410,91411
2,R,81041,23124,117984,13245,199025,36369
3,V,85681,18403,115603,16888,201284,35291
4,A,32402,81528,66558,55019,98960,136547
5,L,19481,97185,20170,91780,39651,188965
