,Measurement Basis,TT,TR,RT,RR
0,H,15080,100849,21057,88284
1,D,68008,39578,70402,51833
2,R,81041,23124,117984,13245
3,V,85681,18403,115603,16888
4,A,32402,81528,66558,55019
5,L,19481,97185,20170,91780
