data_dir,C',SB,VV,HH,N
2025-06-24--01h-03m-51s,73.0,0.0,106.0,21.0,200.0
2025-06-24--01h-03m-51s,79.0,5.0,97.0,19.0,200.0
2025-06-24--01h-03m-51s,76.0,2.0,101.0,21.0,200.0
2025-06-24--01h-03m-51s,87.0,2.0,84.0,27.0,200.0
2025-06-24--01h-03m-51s,74.0,2.0,94.0,30.0,200.0
2025-06-24--01h-03m-51s,88.0,1.0,93.0,18.0,200.0
2025-06-24--01h-03m-51s,82.0,2.0,96.0,20.0,200.0
2025-06-24--01h-03m-51s,74.0,0.0,105.0,21.0,200.0
2025-06-24--01h-03m-51s,65.0,3.0,117.0,15.0,200.0
2025-06-24--01h-03m-51s,90.0,1.0,86.0,23.0,200.0
2025-06-24--01h-03m-51s,82.0,2.0,89.0,27.0,200.0
2025-06-24--01h-03m-51s,69.0,0.0,106.0,25.0,200.0
2025-06-24--01h-03m-51s,72.0,0.0,103.0,25.0,200.0
2025-06-24--01h-03m-51s,79.0,0.0,100.0,21.0,200.0
2025-06-24--01h-03m-51s,74.0,3.0,91.0,32.0,200.0
2025-06-24--01h-03m-51s,79.0,0.0,99.0,22.0,200.0
2025-06-24--01h-03m-51s,68.0,1.0,108.0,23.0,200.0
2025-06-24--01h-03m-51s,79.0,0.0,98.0,23.0,200.0
2025-06-24--01h-03m-51s,84.0,0.0,92.0,24.0,200.0
2025-06-24--01h-03m-51s,95.0,0.0,89.0,16.0,200.0
2025-06-24--01h-03m-51s,76.0,0.0,94.0,30.0,200.0
2025-06-24--01h-03m-51s,83.0,2.0,92.0,23.0,200.0
2025-06-24--01h-03m-51s,89.0,1.0,97.0,13.0,200.0
2025-06-24--01h-03m-51s,82.0,1.0,97.0,20.0,200.0
2025-06-24--01h-03m-51s,85.0,1.0,90.0,24.0,200.0
2025-06-24--01h-03m-51s,82.0,1.0,93.0,24.0,200.0
2025-06-24--01h-03m-51s,74.0,4.0,103.0,19.0,200.0
2025-06-24--01h-03m-51s,86.0,1.0,89.0,24.0,200.0
2025-06-24--01h-03m-51s,79.0,1.0,94.0,26.0,200.0
2025-06-24--01h-03m-51s,72.0,1.0,107.0,20.0,200.0
2025-06-24--01h-03m-51s,88.0,1.0,87.0,24.0,200.0
2025-06-24--01h-03m-51s,66.0,1.0,111.0,22.0,200.0
2025-06-24--01h-03m-51s,81.0,0.0,99.0,20.0,200.0
2025-06-24--01h-03m-51s,93.0,0.0,88.0,19.0,200.0
2025-06-24--01h-03m-51s,101.0,0.0,87.0,12.0,200.0
2025-06-24--01h-03m-51s,73.0,0.0,108.0,19.0,200.0
2025-06-24--01h-03m-51s,73.0,1.0,96.0,30.0,200.0
2025-06-24--01h-03m-51s,73.0,0.0,102.0,25.0,200.0
2025-06-24--01h-03m-51s,73.0,1.0,102.0,24.0,200.0
2025-06-24--01h-03m-51s,85.0,2.0,101.0,12.0,200.0
2025-06-24--01h-03m-51s,82.0,0.0,99.0,19.0,200.0
2025-06-24--01h-03m-51s,72.0,2.0,98.0,28.0,200.0
2025-06-24--01h-03m-51s,76.0,1.0,103.0,20.0,200.0
2025-06-24--01h-03m-51s,83.0,0.0,96.0,21.0,200.0
2025-06-24--01h-03m-51s,84.0,1.0,97.0,18.0,200.0
2025-06-24--01h-03m-51s,75.0,1.0,106.0,18.0,200.0
2025-06-24--01h-03m-51s,83.0,0.0,100.0,17.0,200.0
2025-06-24--01h-03m-51s,84.0,0.0,95.0,21.0,200.0
2025-06-24--01h-03m-51s,79.0,1.0,103.0,17.0,200.0
2025-06-24--01h-03m-51s,64.0,1.0,113.0,22.0,200.0
2025-06-24--01h-03m-51s,79.0,3.0,94.0,24.0,200.0
2025-06-24--01h-03m-51s,78.0,2.0,87.0,33.0,200.0
2025-06-24--01h-03m-51s,77.0,0.0,111.0,12.0,200.0
