Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,65146,12645,73563,11810,138709,24455
1,D,23765,60849,15065,55252,38830,116101
2,R,59754,19695,58765,24518,118519,44213
3,V,10591,76453,13108,56069,23699,132522
4,A,51845,28789,71153,13555,122998,42344
5,L,15914,70280,28407,45187,44321,115467
