,Measurement Basis,TT,TR,RT,RR
0,H,65146,12645,73563,11810
1,D,23765,60849,15065,55252
2,R,59754,19695,58765,24518
3,V,10591,76453,13108,56069
4,A,51845,28789,71153,13555
5,L,15914,70280,28407,45187
