detector_a_name,detector_b_name,detector_a_time_tag,detector_b_time_tag,timestamp,tomography_setting_t,tomography_setting_r,data_dir
2,11,2554333678391742976,2554333678391742976,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678392995840,2554333678392995840,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678394851328,2554333678394851328,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678397963264,2554333678397963264,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678401183232,2554333678401183232,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678411040256,2554333678411040256,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678412066304,2554333678412066304,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678421968896,2554333678421968896,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678428077568,2554333678428077568,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678431970304,2554333678431970304,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678442402304,2554333678442402304,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678458636288,2554333678458636288,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678458936320,2554333678458936320,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678466761216,2554333678466761216,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678468453376,2554333678468453376,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678489033216,2554333678489033216,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678492392448,2554333678492392448,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678500719104,2554333678500719104,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678513060864,2554333678513060864,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678521672192,2554333678521672192,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678525416960,2554333678525416960,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,4,2554333678529584128,2554333678529584128,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678530245632,2554333678530245632,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678534411776,2554333678534411776,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678540088320,2554333678540088320,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678547293184,2554333678547293184,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678548019200,2554333678548019200,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678549708800,2554333678549708800,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678557289472,2554333678557289472,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678577980928,2554333678577980928,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678581431296,2554333678581431296,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678597415424,2554333678597415424,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678600836096,2554333678600836096,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678604873728,2554333678604873728,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678649130496,2554333678649130496,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678658510336,2554333678658510336,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678659351552,2554333678659351552,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678662375424,2554333678662375424,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678673934848,2554333678673934848,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678684342272,2554333678684342272,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678696867840,2554333678696867840,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678700294144,2554333678700294144,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678714065408,2554333678714065408,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,12,2554333678724959744,2554333678724959744,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
4,7,2554333678732338688,2554333678732338688,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678734287872,2554333678734287872,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678737839104,2554333678737839104,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678738626048,2554333678738626048,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678750855168,2554333678750855168,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678753793024,2554333678753793024,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678756819456,2554333678756819456,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678757053952,2554333678757053952,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678764667904,2554333678764667904,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678767714816,2554333678767714816,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678778807296,2554333678778807296,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678783580672,2554333678783580672,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678814209024,2554333678814209024,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678819962368,2554333678819962368,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678829867520,2554333678829867520,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678844064256,2554333678844064256,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678857974272,2554333678857974272,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678858324992,2554333678858324992,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678860786176,2554333678860786176,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678863265280,2554333678863265280,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678867563008,2554333678867563008,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678869350400,2554333678869350400,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678886419968,2554333678886419968,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678898196992,2554333678898196992,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678903656960,2554333678903656960,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678909348352,2554333678909348352,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678910833152,2554333678910833152,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
10,11,2554333678912627712,2554333678912627712,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,10,2554333678914362880,2554333678914362880,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678926849536,2554333678926849536,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678931226624,2554333678931226624,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333678945337344,2554333678945337344,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678951401472,2554333678951401472,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678953645056,2554333678953645056,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678971418112,2554333678971418112,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678982475264,2554333678982475264,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,11,2554333678990673408,2554333678990673408,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678991723520,2554333678991723520,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333678995481600,2554333678995481600,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,7,2554333678998329344,2554333678998329344,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
7,10,2554333679001794048,2554333679001794048,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333679008389632,2554333679008389632,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
2,11,2554333679013532672,2554333679013532672,2025-06-18--18h-27m-32s,H,H,2025-06-18--18h-27m-04s
