,Measurement Basis,TT,TR,RT,RR
0,H,25197,50586,28551,42450
1,D,49611,21584,44648,31971
2,R,63212,6659,84608,2169
3,V,44188,29345,59446,21032
4,A,18386,57909,42605,32701
5,L,5526,73459,3662,63007
