,Measurement Basis,TT,TR,RT,RR
0,H,40700,39010,47087,33307
1,D,53707,24190,44856,35557
2,R,69521,5441,89552,1376
3,V,33089,47979,44883,35056
4,A,20027,62562,45782,33856
5,L,4454,81229,531,67801
