Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,65445,11506,76579,9326,142024,20832
1,D,63940,15644,68511,16385,132451,32029
2,R,41344,41488,60151,22533,101495,64021
3,V,10023,76879,15423,54890,25446,131769
4,A,12876,74215,18710,53290,31586,127505
5,L,35012,47842,25894,47564,60906,95406
