,Measurement Basis,TT,TR,RT,RR
0,H,65445,11506,76579,9326
1,D,63940,15644,68511,16385
2,R,41344,41488,60151,22533
3,V,10023,76879,15423,54890
4,A,12876,74215,18710,53290
5,L,35012,47842,25894,47564
