Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,140883,519,174602,931,315485,1450
1,D,72694,72703,86545,71167,159239,143870
2,R,70571,73794,83863,74026,154434,147820
3,V,236,145746,3809,131603,4045,277349
4,A,69404,74785,86719,70086,156123,144871
5,L,71032,73033,86392,70161,157424,143194
