data_dir,C,DB_H,DB_V,SB,N
2025-06-18--17h-34m-40s,26.0,2.0,6.0,6.0,40.0
2025-06-18--17h-34m-40s,18.0,2.0,12.0,8.0,40.0
2025-06-18--17h-34m-40s,24.0,2.0,7.0,7.0,40.0
2025-06-18--17h-34m-40s,18.0,5.0,8.0,9.0,40.0
2025-06-18--17h-34m-40s,18.0,1.0,9.0,12.0,40.0
2025-06-18--17h-34m-40s,24.0,1.0,7.0,8.0,40.0
2025-06-18--17h-34m-40s,22.0,3.0,3.0,12.0,40.0
2025-06-18--17h-34m-40s,18.0,1.0,11.0,10.0,40.0
2025-06-18--17h-34m-40s,18.0,3.0,13.0,6.0,40.0
2025-06-18--17h-34m-40s,18.0,5.0,9.0,8.0,40.0
2025-06-18--17h-34m-40s,21.0,1.0,6.0,12.0,40.0
2025-06-18--17h-34m-40s,21.0,0.0,6.0,13.0,40.0
2025-06-18--17h-34m-40s,19.0,2.0,10.0,9.0,40.0
2025-06-18--17h-34m-40s,25.0,3.0,11.0,1.0,40.0
2025-06-18--17h-34m-40s,23.0,2.0,8.0,7.0,40.0
2025-06-18--17h-34m-40s,21.0,3.0,9.0,7.0,40.0
2025-06-18--17h-34m-40s,25.0,0.0,6.0,9.0,40.0
2025-06-18--17h-34m-40s,22.0,3.0,7.0,8.0,40.0
2025-06-18--17h-34m-40s,22.0,4.0,5.0,9.0,40.0
2025-06-18--17h-34m-40s,20.0,1.0,11.0,8.0,40.0
2025-06-18--17h-34m-40s,23.0,4.0,5.0,8.0,40.0
2025-06-18--17h-34m-40s,21.0,4.0,8.0,7.0,40.0
2025-06-18--17h-34m-40s,21.0,1.0,10.0,8.0,40.0
2025-06-18--17h-34m-40s,24.0,2.0,2.0,12.0,40.0
2025-06-18--17h-34m-40s,23.0,0.0,6.0,11.0,40.0
2025-06-18--17h-34m-40s,19.0,5.0,9.0,7.0,40.0
2025-06-18--17h-34m-40s,12.0,8.0,10.0,10.0,40.0
2025-06-18--17h-34m-40s,21.0,6.0,6.0,7.0,40.0
2025-06-18--17h-34m-40s,22.0,2.0,6.0,10.0,40.0
2025-06-18--17h-34m-40s,25.0,4.0,5.0,6.0,40.0
2025-06-18--17h-34m-40s,19.0,2.0,11.0,8.0,40.0
2025-06-18--17h-34m-40s,15.0,4.0,9.0,12.0,40.0
2025-06-18--17h-34m-40s,18.0,4.0,10.0,8.0,40.0
2025-06-18--17h-34m-40s,17.0,6.0,3.0,14.0,40.0
2025-06-18--17h-34m-40s,15.0,3.0,14.0,8.0,40.0
2025-06-18--17h-34m-40s,15.0,4.0,14.0,7.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,4.0,14.0,40.0
2025-06-18--17h-34m-40s,20.0,3.0,9.0,8.0,40.0
2025-06-18--17h-34m-40s,25.0,3.0,5.0,7.0,40.0
2025-06-18--17h-34m-40s,22.0,5.0,3.0,10.0,40.0
2025-06-18--17h-34m-40s,19.0,5.0,3.0,13.0,40.0
2025-06-18--17h-34m-40s,18.0,5.0,8.0,9.0,40.0
2025-06-18--17h-34m-40s,16.0,4.0,7.0,13.0,40.0
2025-06-18--17h-34m-40s,23.0,1.0,4.0,12.0,40.0
2025-06-18--17h-34m-40s,24.0,2.0,6.0,8.0,40.0
2025-06-18--17h-34m-40s,23.0,1.0,4.0,12.0,40.0
2025-06-18--17h-34m-40s,17.0,2.0,10.0,11.0,40.0
2025-06-18--17h-34m-40s,25.0,1.0,5.0,9.0,40.0
2025-06-18--17h-34m-40s,19.0,4.0,6.0,11.0,40.0
2025-06-18--17h-34m-40s,16.0,4.0,5.0,15.0,40.0
2025-06-18--17h-34m-40s,16.0,1.0,8.0,15.0,40.0
2025-06-18--17h-34m-40s,19.0,3.0,12.0,6.0,40.0
2025-06-18--17h-34m-40s,20.0,4.0,5.0,11.0,40.0
2025-06-18--17h-34m-40s,25.0,2.0,5.0,8.0,40.0
2025-06-18--17h-34m-40s,21.0,2.0,3.0,14.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,8.0,10.0,40.0
2025-06-18--17h-34m-40s,21.0,2.0,9.0,8.0,40.0
2025-06-18--17h-34m-40s,19.0,4.0,6.0,11.0,40.0
2025-06-18--17h-34m-40s,22.0,5.0,7.0,6.0,40.0
2025-06-18--17h-34m-40s,25.0,4.0,7.0,4.0,40.0
2025-06-18--17h-34m-40s,17.0,4.0,6.0,13.0,40.0
2025-06-18--17h-34m-40s,24.0,3.0,7.0,6.0,40.0
2025-06-18--17h-34m-40s,25.0,3.0,1.0,11.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,7.0,11.0,40.0
2025-06-18--17h-34m-40s,22.0,0.0,6.0,12.0,40.0
2025-06-18--17h-34m-40s,20.0,0.0,5.0,15.0,40.0
2025-06-18--17h-34m-40s,20.0,3.0,12.0,5.0,40.0
2025-06-18--17h-34m-40s,19.0,3.0,10.0,8.0,40.0
2025-06-18--17h-34m-40s,17.0,1.0,9.0,13.0,40.0
2025-06-18--17h-34m-40s,16.0,3.0,11.0,10.0,40.0
2025-06-18--17h-34m-40s,13.0,3.0,10.0,14.0,40.0
2025-06-18--17h-34m-40s,23.0,2.0,11.0,4.0,40.0
2025-06-18--17h-34m-40s,19.0,3.0,6.0,12.0,40.0
2025-06-18--17h-34m-40s,21.0,8.0,8.0,3.0,40.0
2025-06-18--17h-34m-40s,21.0,4.0,10.0,5.0,40.0
2025-06-18--17h-34m-40s,16.0,3.0,12.0,9.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,9.0,9.0,40.0
2025-06-18--17h-34m-40s,26.0,1.0,6.0,7.0,40.0
2025-06-18--17h-34m-40s,23.0,6.0,4.0,7.0,40.0
2025-06-18--17h-34m-40s,18.0,5.0,11.0,6.0,40.0
2025-06-18--17h-34m-40s,23.0,4.0,7.0,6.0,40.0
2025-06-18--17h-34m-40s,21.0,6.0,10.0,3.0,40.0
2025-06-18--17h-34m-40s,23.0,2.0,4.0,11.0,40.0
2025-06-18--17h-34m-40s,17.0,2.0,5.0,16.0,40.0
2025-06-18--17h-34m-40s,26.0,3.0,4.0,7.0,40.0
2025-06-18--17h-34m-40s,21.0,5.0,5.0,9.0,40.0
2025-06-18--17h-34m-40s,18.0,7.0,5.0,10.0,40.0
2025-06-18--17h-34m-40s,21.0,3.0,5.0,11.0,40.0
2025-06-18--17h-34m-40s,21.0,1.0,11.0,7.0,40.0
2025-06-18--17h-34m-40s,17.0,4.0,8.0,11.0,40.0
2025-06-18--17h-34m-40s,16.0,8.0,5.0,11.0,40.0
2025-06-18--17h-34m-40s,24.0,4.0,8.0,4.0,40.0
2025-06-18--17h-34m-40s,19.0,6.0,6.0,9.0,40.0
2025-06-18--17h-34m-40s,13.0,4.0,10.0,13.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,4.0,14.0,40.0
2025-06-18--17h-34m-40s,24.0,6.0,2.0,8.0,40.0
2025-06-18--17h-34m-40s,17.0,2.0,7.0,14.0,40.0
2025-06-18--17h-34m-40s,17.0,6.0,5.0,12.0,40.0
2025-06-18--17h-34m-40s,18.0,3.0,7.0,12.0,40.0
2025-06-18--17h-34m-40s,17.0,2.0,13.0,8.0,40.0
2025-06-18--17h-34m-40s,17.0,3.0,6.0,14.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,11.0,7.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,5.0,13.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,13.0,5.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,12.0,6.0,40.0
2025-06-18--17h-34m-40s,18.0,1.0,11.0,10.0,40.0
2025-06-18--17h-34m-40s,20.0,2.0,8.0,10.0,40.0
