data_dir,C',HH,SB,VV,N,theta_estimate,delta_phi_estimate,clipped_delta_phi_estimate
2025-06-18--17h-34m-40s,11.0,7.0,6.0,16.0,40.0,1.7977393629734166,0.9370090766570651,0.9370090766570651
2025-06-18--17h-34m-40s,10.0,4.0,8.0,18.0,40.0,1.9283674304404068,0.8419200469343788,0.8419200469343788
2025-06-18--17h-34m-40s,15.0,4.0,7.0,14.0,40.0,1.8234765819369754,0.9744581891134181,0.9744581891134181
2025-06-18--17h-34m-40s,13.0,6.0,9.0,12.0,40.0,1.7213645995715827,0.8782239689549769,0.8782239689549769
2025-06-18--17h-34m-40s,11.0,3.0,12.0,14.0,40.0,1.8493860291865472,0.7633208071030483,0.7633208071030483
2025-06-18--17h-34m-40s,13.0,3.0,8.0,16.0,40.0,1.9018080548841911,0.9074677186122313,0.9074677186122313
2025-06-18--17h-34m-40s,12.0,6.0,12.0,10.0,40.0,1.6709637479564565,0.7853981633974483,0.7853981633974483
2025-06-18--17h-34m-40s,7.0,5.0,10.0,18.0,40.0,1.9018080548841911,0.6953329163978061,0.6953329163978061
2025-06-18--17h-34m-40s,12.0,5.0,6.0,17.0,40.0,1.8754889808102941,0.9580112291806815,0.9580112291806815
2025-06-18--17h-34m-40s,9.0,6.0,8.0,17.0,40.0,1.8493860291865472,0.815275600109404,0.815275600109404
2025-06-18--17h-34m-40s,14.0,3.0,12.0,11.0,40.0,1.7721542475852274,0.8244852097901259,0.8244852097901259
2025-06-18--17h-34m-40s,14.0,0.0,13.0,13.0,40.0,1.9018080548841911,0.8042031227866041,0.8042031227866041
2025-06-18--17h-34m-40s,10.0,7.0,9.0,14.0,40.0,1.746702094958613,0.8121274303310998,0.8121274303310998
2025-06-18--17h-34m-40s,11.0,7.0,1.0,21.0,40.0,1.9283674304404068,1.2896393359559175,1.2896393359559175
2025-06-18--17h-34m-40s,13.0,5.0,7.0,15.0,40.0,1.8234765819369754,0.9401408648150698,0.9401408648150698
2025-06-18--17h-34m-40s,12.0,4.0,7.0,17.0,40.0,1.9018080548841911,0.9206233028651737,0.9206233028651737
2025-06-18--17h-34m-40s,14.0,4.0,9.0,13.0,40.0,1.7977393629734166,0.8966651571929984,0.8966651571929984
