,position,s1,s2,s3,s4,s5,s6,s7,s8,s9,s10,s11,s12,s13,s14,s15,s16,TT,RT,TR,RR,read_time
0,6.27,0,3965,0,105765,0,0,0,0,0,3707,0,112576,0,0,0,0,22211,646,698,49,1
1,6.67,0,4013,0,105488,0,0,0,0,0,3750,0,112542,0,0,0,0,22325,684,676,37,1
2,7.07,0,3931,0,106285,0,0,0,0,0,3664,0,111996,0,0,0,0,22289,659,661,34,1
3,7.47,0,4006,0,105083,0,0,0,0,0,3663,0,112174,0,0,0,0,22171,631,662,54,1
4,7.87,0,3886,0,105495,0,0,0,0,0,3739,0,112349,0,0,0,0,22369,635,662,22,1
5,8.27,0,3978,0,105984,0,0,0,0,0,3739,0,112920,0,0,0,0,22309,642,714,39,1
6,8.67,0,4153,0,106324,0,0,0,0,0,3674,0,113176,0,0,0,0,22605,672,731,39,1
7,9.07,0,3938,0,105485,0,0,0,0,0,3706,0,112409,0,0,0,0,22352,623,678,32,1
8,9.47,0,3997,0,105390,0,0,0,0,0,3744,0,111716,0,0,0,0,21260,675,697,36,1
9,9.87,0,4019,0,101348,0,0,0,0,0,3734,0,106892,0,0,0,0,12063,677,689,35,1
10,9.97,0,4029,0,99271,0,0,0,0,0,3733,0,104580,0,0,0,0,8137,607,708,38,1
11,10.07,0,4018,0,96522,0,0,0,0,0,3763,0,102700,0,0,0,0,4473,647,760,40,1
12,10.17,0,3956,0,95488,0,0,0,0,0,3771,0,101819,0,0,0,0,1913,614,748,32,1
13,10.27,0,4012,0,95311,0,0,0,0,0,3670,0,101002,0,0,0,0,630,630,708,43,1
14,10.37,0,3991,0,95672,0,0,0,0,0,3638,0,101237,0,0,0,0,1143,584,738,36,1
15,10.47,0,3989,0,96318,0,0,0,0,0,3676,0,102199,0,0,0,0,3148,616,752,43,1
16,10.57,0,4031,0,98394,0,0,0,0,0,3724,0,103789,0,0,0,0,6458,612,747,52,1
17,10.67,0,4057,0,100365,0,0,0,0,0,3750,0,106615,0,0,0,0,10334,636,675,44,1
18,10.77,0,3933,0,100750,0,0,0,0,0,3718,0,107948,0,0,0,0,13440,628,675,41,1
19,11.07,0,3923,0,104493,0,0,0,0,0,3805,0,111358,0,0,0,0,20406,678,660,42,1
20,11.47,0,4028,0,105247,0,0,0,0,0,3851,0,111940,0,0,0,0,21865,673,661,47,1
21,11.87,0,4014,0,105001,0,0,0,0,0,3593,0,111828,0,0,0,0,21893,579,684,43,1
22,12.27,0,4082,0,104735,0,0,0,0,0,3689,0,112017,0,0,0,0,21814,673,695,31,1
23,12.67,0,3903,0,105004,0,0,0,0,0,3685,0,111558,0,0,0,0,22246,624,662,47,1
24,13.07,0,3907,0,103892,0,0,0,0,0,3703,0,111428,0,0,0,0,21834,621,668,38,1
25,13.47,0,3934,0,103953,0,0,0,0,0,3701,0,112006,0,0,0,0,22039,685,648,40,1
26,13.87,0,3867,0,104759,0,0,0,0,0,3662,0,111674,0,0,0,0,21919,588,671,39,1
27,14.27,0,3871,0,104626,0,0,0,0,0,3640,0,111576,0,0,0,0,21805,610,639,38,1
