theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time
1.8325957145940457,0.7853981633974483,29.789254748360943,52.72524840621541,-16.127643517423547,-56.487272304863865,10
