Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,58733,53530,66531,49067,125264,102597
1,D,41310,71140,19416,86553,60726,157693
2,R,111289,3497,108088,15972,219377,19469
3,V,55288,56813,59870,54882,115158,111695
4,A,71013,40648,108143,16634,179156,57282
5,L,2933,107274,19268,87342,22201,194616
