,Measurement Basis,TT,TR,RT,RR
0,H,58733,53530,66531,49067
1,D,41310,71140,19416,86553
2,R,111289,3497,108088,15972
3,V,55288,56813,59870,54882
4,A,71013,40648,108143,16634
5,L,2933,107274,19268,87342
