Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,81660,16906,116122,13842,197782,30748
1,D,80920,17696,105663,21035,186583,38731
2,R,42775,63979,78431,44142,121206,108121
3,V,14308,97798,22123,86155,36431,183953
4,A,14630,98024,22579,87945,37209,185969
5,L,53283,52179,48963,66385,102246,118564
