,Measurement Basis,TT,TR,RT,RR
0,H,121630,22428,143638,21670
1,D,55402,92283,38544,105392
2,R,120042,26044,119532,41768
3,V,21537,126671,22812,116677
4,A,88107,58351,127336,34733
5,L,24351,124111,45342,102093
