theta,delta_phi,psi_hwp_a,psi_qwp_a,psi_hwp_b,psi_qwp_b,measurement_time,repetitions
2.1205750411731104,1.5707963267948966,33.59266396344395,61.14879395359892,40.236036715051554,64.16789793963459,5e-05,30000
