data_dir,C,DB_H,DB_V,SB,N,repetition,theta_estimate,delta_phi_estimate
2025-05-30--23h-45m-27s,10.5,3.0,27.0,0.0,40.5,,2.2050699749173925,1.5707963267948966
2025-05-30--23h-45m-27s,14.0,6.0,20.0,0.5,40.5,,1.923758637104169,1.384016865713303
2025-05-30--23h-45m-27s,15.5,1.0,23.0,0.0,39.5,,2.161519781630193,1.5707963267948966
2025-05-30--23h-45m-27s,11.0,1.0,27.0,0.0,39.0,,2.300523983021863,1.5707963267948966
2025-05-30--23h-45m-27s,14.5,2.0,23.0,0.0,39.5,,2.131338607175797,1.5707963267948966
2025-05-30--23h-45m-27s,21.5,2.0,17.0,0.0,40.5,,1.9502040419226216,1.5707963267948966
2025-05-30--23h-45m-27s,11.0,4.0,25.0,0.0,40.0,,2.12351143989168,1.5707963267948966
2025-05-30--23h-45m-27s,10.5,4.0,25.0,0.0,39.5,,2.131338607175797,1.5707963267948966
2025-05-30--23h-45m-27s,13.5,2.0,25.0,0.0,40.5,,2.174750091697418,1.5707963267948966
2025-05-30--23h-45m-27s,17.0,1.0,21.0,0.5,39.5,,2.1017188829392572,1.400950038711223
2025-05-30--23h-45m-27s,18.0,4.0,17.0,0.0,39.0,,1.9106332362490186,1.5707963267948966
2025-05-30--23h-45m-27s,15.0,5.0,20.0,0.0,40.0,,1.9551931012905357,1.5707963267948966
2025-05-30--23h-45m-27s,18.5,0.0,21.0,0.0,39.5,,2.131338607175797,1.5707963267948966
2025-05-30--23h-45m-27s,11.5,4.0,24.0,0.0,39.5,,2.1017188829392572,1.5707963267948966
2025-05-30--23h-45m-27s,10.0,3.0,26.0,1.0,40.0,,2.183400474843519,1.2645189576252271
2025-05-30--23h-45m-27s,11.5,3.0,25.0,0.0,39.5,,2.161519781630193,1.5707963267948966
2025-05-30--23h-45m-27s,16.5,3.0,20.0,0.0,39.5,,2.0157097647190763,1.5707963267948966
2025-05-30--23h-45m-27s,14.0,3.0,22.0,0.0,39.0,,2.0796534481056543,1.5707963267948966
2025-05-30--23h-45m-27s,16.0,1.0,23.0,0.0,40.0,,2.15316056466364,1.5707963267948966
2025-05-30--23h-45m-27s,15.0,5.0,19.0,0.0,39.0,,1.9379651031832765,1.5707963267948966
2025-05-30--23h-45m-27s,19.5,2.0,18.0,0.5,40.0,,1.9823131728623846,1.412016112149136
2025-05-30--23h-45m-27s,17.0,2.0,20.0,0.0,39.0,,2.0505249644706494,1.5707963267948966
2025-05-30--23h-45m-27s,16.5,1.0,22.0,0.0,39.5,,2.131338607175797,1.5707963267948966
2025-05-30--23h-45m-27s,13.0,1.0,27.0,0.0,41.0,,2.257700305791725,1.5707963267948966
2025-05-30--23h-45m-27s,11.0,3.0,25.0,0.0,39.0,,2.1701423036807106,1.5707963267948966
2025-05-30--23h-45m-27s,16.5,2.0,22.0,0.5,41.0,,2.080369713486769,1.3984457368955736
2025-05-30--23h-45m-27s,16.5,0.0,23.0,0.0,39.5,,2.1923248101629387,1.5707963267948966
2025-05-30--23h-45m-27s,11.0,6.0,24.0,0.0,41.0,,2.0253088611780656,1.5707963267948966
2025-05-30--23h-45m-27s,17.5,4.0,18.0,0.0,39.5,,1.9331011578513895,1.5707963267948966
2025-05-30--23h-45m-27s,12.0,4.0,24.0,0.0,40.0,,2.0943951023931957,1.5707963267948966
2025-05-30--23h-45m-27s,16.0,0.0,23.0,0.0,39.0,,2.2015376304345518,1.5707963267948966
2025-05-30--23h-45m-27s,13.0,4.0,23.0,0.0,40.0,,2.065760358511791,1.5707963267948966
2025-05-30--23h-45m-27s,18.5,1.0,21.0,0.5,41.0,,2.080369713486769,1.4078548481843771
2025-05-30--23h-45m-27s,15.5,4.0,21.0,0.0,40.5,,2.0039695901348464,1.5707963267948966
2025-05-30--23h-45m-27s,13.5,2.0,24.0,0.5,40.0,,2.15316056466364,1.38067072344843
2025-05-30--23h-45m-27s,11.5,6.0,22.0,0.0,39.5,,1.9878443808146473,1.5707963267948966
2025-05-30--23h-45m-27s,14.0,4.0,20.0,1.0,39.0,,1.9935315319852434,1.3096389158918722
2025-05-30--23h-45m-27s,12.0,5.0,23.0,1.0,41.0,,2.0253088611780656,1.289761425292083
2025-05-30--23h-45m-27s,18.5,3.0,18.0,0.0,39.5,,1.960318943239553,1.5707963267948966
2025-05-30--23h-45m-27s,14.0,3.0,23.0,0.0,40.0,,2.0943951023931957,1.5707963267948966
2025-05-30--23h-45m-27s,15.0,3.0,21.0,0.5,39.5,,2.0439505155571736,1.3902111126041985
2025-05-30--23h-45m-27s,16.0,2.0,22.0,0.5,40.5,,2.087281867660358,1.3958272811292078
2025-05-30--23h-45m-27s,12.0,4.0,24.0,0.0,40.0,,2.0943951023931957,1.5707963267948966
2025-05-30--23h-45m-27s,16.5,1.0,23.0,0.0,40.5,,2.1450518448862406,1.5707963267948966
2025-05-30--23h-45m-27s,13.5,0.0,26.0,0.0,39.5,,2.2892586359714766,1.5707963267948966
2025-05-30--23h-45m-27s,16.0,0.0,23.0,0.5,39.5,,2.1923248101629387,1.3958272811292078
2025-05-30--23h-45m-27s,16.0,3.0,20.0,0.0,39.0,,2.0218315181007944,1.5707963267948966
2025-05-30--23h-45m-27s,15.5,3.0,21.0,0.0,39.5,,2.0439505155571736,1.5707963267948966
2025-05-30--23h-45m-27s,13.0,1.0,25.0,0.0,39.0,,2.2336701504450325,1.5707963267948966
2025-05-30--23h-45m-27s,16.0,1.0,22.0,0.0,39.0,,2.1394066270590786,1.5707963267948966
2025-05-30--23h-45m-27s,15.5,0.0,25.0,0.5,41.0,,2.226549152552663,1.3930857259497849
2025-05-30--23h-45m-27s,11.5,1.0,26.0,0.5,39.0,,2.2666301541522413,1.3652273956337226
2025-05-30--23h-45m-27s,18.5,5.0,16.0,0.0,39.5,,1.853008521803353,1.5707963267948966
2025-05-30--23h-45m-27s,18.5,1.0,19.0,0.5,39.0,,2.0505249644706494,1.4078548481843771
2025-05-30--23h-45m-27s,11.5,5.0,22.0,0.5,39.0,,2.0218315181007944,1.3652273956337226
2025-05-30--23h-45m-27s,16.0,2.0,21.0,0.5,39.5,,2.0726057352410114,1.3958272811292078
2025-05-30--23h-45m-27s,18.0,2.0,19.0,0.0,39.0,,2.0218315181007944,1.5707963267948966
2025-05-30--23h-45m-27s,16.5,1.0,23.0,0.0,40.5,,2.1450518448862406,1.5707963267948966
2025-05-30--23h-45m-27s,15.0,0.0,25.0,0.5,40.5,,2.236082053424153,1.3902111126041985
2025-05-30--23h-45m-27s,16.0,6.0,19.0,0.0,41.0,,1.8934381485169793,1.5707963267948966
2025-05-30--23h-45m-27s,16.5,4.0,19.0,0.0,39.5,,1.960318943239553,1.5707963267948966
2025-05-30--23h-45m-27s,14.5,3.0,21.0,0.5,39.0,,2.0505249644706494,1.387192316515978
2025-05-30--23h-45m-27s,14.0,3.0,24.0,0.0,41.0,,2.108535003272352,1.5707963267948966
2025-05-30--23h-45m-27s,12.5,2.0,25.0,0.0,39.5,,2.1923248101629387,1.5707963267948966
2025-05-30--23h-45m-27s,12.0,0.0,28.0,0.0,40.0,,2.34619382340565,1.5707963267948966
2025-05-30--23h-45m-27s,11.0,3.0,25.0,0.0,39.0,,2.1701423036807106,1.5707963267948966
2025-05-30--23h-45m-27s,14.5,1.0,23.0,0.5,39.0,,2.1701423036807106,1.387192316515978
2025-05-30--23h-45m-27s,14.5,2.0,22.0,0.5,39.0,,2.109263317701634,1.387192316515978
2025-05-30--23h-45m-27s,19.5,3.0,18.0,0.0,40.5,,1.9502040419226216,1.5707963267948966
2025-05-30--23h-45m-27s,13.5,1.0,26.0,0.0,40.5,,2.236082053424153,1.5707963267948966
2025-05-30--23h-45m-27s,16.0,0.0,25.0,0.0,41.0,,2.226549152552663,1.5707963267948966
2025-05-30--23h-45m-27s,14.0,2.0,24.0,0.0,40.0,,2.15316056466364,1.5707963267948966
2025-05-30--23h-45m-27s,12.5,3.0,24.0,0.0,39.5,,2.131338607175797,1.5707963267948966
2025-05-30--23h-45m-27s,15.0,0.0,26.0,0.0,41.0,,2.257700305791725,1.5707963267948966
2025-05-30--23h-45m-27s,16.5,2.0,21.0,0.5,40.0,,2.065760358511791,1.3984457368955736
2025-05-30--23h-45m-27s,16.5,1.0,23.0,0.0,40.5,,2.1450518448862406,1.5707963267948966
2025-05-30--23h-45m-27s,15.0,2.0,22.0,1.0,40.0,,2.0943951023931957,1.318116071652818
2025-05-30--23h-45m-27s,15.5,2.0,23.0,0.0,40.5,,2.115913773157273,1.5707963267948966
2025-05-30--23h-45m-27s,15.0,2.0,23.0,0.0,40.0,,2.12351143989168,1.5707963267948966
2025-05-30--23h-45m-27s,17.0,3.0,18.0,1.0,39.0,,1.965587446494658,1.3328552019646884
2025-05-30--23h-45m-27s,12.0,5.0,22.0,0.0,39.0,,2.0218315181007944,1.5707963267948966
2025-05-30--23h-45m-27s,14.0,3.0,24.0,0.0,41.0,,2.108535003272352,1.5707963267948966
2025-05-30--23h-45m-27s,12.5,1.0,27.0,0.5,41.0,,2.257700305791725,1.373400766945016
2025-05-30--23h-45m-27s,11.5,1.0,28.0,0.5,41.0,,2.2896688178888764,1.3652273956337226
2025-05-30--23h-45m-27s,16.5,1.0,23.0,0.0,40.5,,2.1450518448862406,1.5707963267948966
2025-05-30--23h-45m-27s,10.0,3.0,26.0,0.0,39.0,,2.2015376304345518,1.5707963267948966
2025-05-30--23h-45m-27s,18.0,1.0,20.0,0.5,39.5,,2.0726057352410114,1.4056476493802699
2025-05-30--23h-45m-27s,15.0,0.0,25.0,0.5,40.5,,2.236082053424153,1.3902111126041985
2025-05-30--23h-45m-27s,13.5,3.0,23.0,0.0,39.5,,2.1017188829392572,1.5707963267948966
2025-05-30--23h-45m-27s,19.0,2.0,19.0,0.0,40.0,,2.009758212404657,1.5707963267948966
2025-05-30--23h-45m-27s,12.0,2.0,26.0,0.0,40.0,,2.214297435588181,1.5707963267948966
