detector_a_name,detector_b_name,tomography_setting_t,tomography_setting_r,repetition,coincidences,timestamp
9,12,H,H,1,0,2025-05-30--12h-19m-15s-002034
9,11,H,H,1,0,2025-05-30--12h-19m-15s-002034
9,10,H,H,1,0,2025-05-30--12h-19m-15s-002034
11,12,H,H,1,0,2025-05-30--12h-19m-15s-002034
10,12,H,H,1,0,2025-05-30--12h-19m-15s-002034
10,11,H,H,1,0,2025-05-30--12h-19m-15s-002034
1,9,H,H,1,0,2025-05-30--12h-19m-15s-002034
1,12,H,H,1,0,2025-05-30--12h-19m-15s-002034
1,11,H,H,1,0,2025-05-30--12h-19m-15s-002034
1,10,H,H,1,0,2025-05-30--12h-19m-15s-002034
1,4,H,H,1,0,2025-05-30--12h-19m-15s-002034
1,7,H,H,1,0,2025-05-30--12h-19m-15s-002034
1,2,H,H,1,0,2025-05-30--12h-19m-15s-002034
4,9,H,H,1,0,2025-05-30--12h-19m-15s-002034
4,12,H,H,1,0,2025-05-30--12h-19m-15s-002034
4,11,H,H,1,0,2025-05-30--12h-19m-15s-002034
4,10,H,H,1,0,2025-05-30--12h-19m-15s-002034
4,7,H,H,1,0,2025-05-30--12h-19m-15s-002034
7,9,H,H,1,0,2025-05-30--12h-19m-15s-002034
7,12,H,H,1,0,2025-05-30--12h-19m-15s-002034
7,11,H,H,1,0,2025-05-30--12h-19m-15s-002034
7,10,H,H,1,0,2025-05-30--12h-19m-15s-002034
2,9,H,H,1,0,2025-05-30--12h-19m-15s-002034
2,12,H,H,1,0,2025-05-30--12h-19m-15s-002034
2,11,H,H,1,0,2025-05-30--12h-19m-15s-002034
2,10,H,H,1,0,2025-05-30--12h-19m-15s-002034
2,4,H,H,1,0,2025-05-30--12h-19m-15s-002034
2,7,H,H,1,0,2025-05-30--12h-19m-15s-002034
9,12,H,H,2,1,2025-05-30--12h-19m-15s-021271
9,11,H,H,2,0,2025-05-30--12h-19m-15s-021271
9,10,H,H,2,0,2025-05-30--12h-19m-15s-021271
11,12,H,H,2,0,2025-05-30--12h-19m-15s-021271
10,12,H,H,2,0,2025-05-30--12h-19m-15s-021271
10,11,H,H,2,0,2025-05-30--12h-19m-15s-021271
1,9,H,H,2,0,2025-05-30--12h-19m-15s-021271
1,12,H,H,2,0,2025-05-30--12h-19m-15s-021271
1,11,H,H,2,0,2025-05-30--12h-19m-15s-021271
1,10,H,H,2,0,2025-05-30--12h-19m-15s-021271
1,4,H,H,2,0,2025-05-30--12h-19m-15s-021271
1,7,H,H,2,0,2025-05-30--12h-19m-15s-021271
1,2,H,H,2,0,2025-05-30--12h-19m-15s-021271
4,9,H,H,2,0,2025-05-30--12h-19m-15s-021271
4,12,H,H,2,0,2025-05-30--12h-19m-15s-021271
4,11,H,H,2,0,2025-05-30--12h-19m-15s-021271
4,10,H,H,2,0,2025-05-30--12h-19m-15s-021271
4,7,H,H,2,0,2025-05-30--12h-19m-15s-021271
7,9,H,H,2,0,2025-05-30--12h-19m-15s-021271
7,12,H,H,2,0,2025-05-30--12h-19m-15s-021271
7,11,H,H,2,0,2025-05-30--12h-19m-15s-021271
7,10,H,H,2,0,2025-05-30--12h-19m-15s-021271
2,9,H,H,2,0,2025-05-30--12h-19m-15s-021271
2,12,H,H,2,0,2025-05-30--12h-19m-15s-021271
2,11,H,H,2,0,2025-05-30--12h-19m-15s-021271
2,10,H,H,2,0,2025-05-30--12h-19m-15s-021271
2,4,H,H,2,0,2025-05-30--12h-19m-15s-021271
2,7,H,H,2,0,2025-05-30--12h-19m-15s-021271
9,12,H,H,3,0,2025-05-30--12h-19m-15s-041964
9,11,H,H,3,0,2025-05-30--12h-19m-15s-041964
9,10,H,H,3,0,2025-05-30--12h-19m-15s-041964
11,12,H,H,3,0,2025-05-30--12h-19m-15s-041964
10,12,H,H,3,0,2025-05-30--12h-19m-15s-041964
10,11,H,H,3,0,2025-05-30--12h-19m-15s-041964
1,9,H,H,3,0,2025-05-30--12h-19m-15s-041964
1,12,H,H,3,0,2025-05-30--12h-19m-15s-041964
1,11,H,H,3,0,2025-05-30--12h-19m-15s-041964
1,10,H,H,3,0,2025-05-30--12h-19m-15s-041964
1,4,H,H,3,0,2025-05-30--12h-19m-15s-041964
1,7,H,H,3,0,2025-05-30--12h-19m-15s-041964
1,2,H,H,3,0,2025-05-30--12h-19m-15s-041964
4,9,H,H,3,0,2025-05-30--12h-19m-15s-041964
4,12,H,H,3,0,2025-05-30--12h-19m-15s-041964
4,11,H,H,3,0,2025-05-30--12h-19m-15s-041964
4,10,H,H,3,0,2025-05-30--12h-19m-15s-041964
4,7,H,H,3,0,2025-05-30--12h-19m-15s-041964
7,9,H,H,3,0,2025-05-30--12h-19m-15s-041964
7,12,H,H,3,0,2025-05-30--12h-19m-15s-041964
7,11,H,H,3,0,2025-05-30--12h-19m-15s-041964
7,10,H,H,3,0,2025-05-30--12h-19m-15s-041964
2,9,H,H,3,0,2025-05-30--12h-19m-15s-041964
2,12,H,H,3,0,2025-05-30--12h-19m-15s-041964
2,11,H,H,3,0,2025-05-30--12h-19m-15s-041964
2,10,H,H,3,0,2025-05-30--12h-19m-15s-041964
2,4,H,H,3,0,2025-05-30--12h-19m-15s-041964
2,7,H,H,3,0,2025-05-30--12h-19m-15s-041964
9,12,H,H,5,1,2025-05-30--12h-19m-15s-080823
9,11,H,H,5,0,2025-05-30--12h-19m-15s-080823
9,10,H,H,5,0,2025-05-30--12h-19m-15s-080823
11,12,H,H,5,0,2025-05-30--12h-19m-15s-080823
10,12,H,H,5,0,2025-05-30--12h-19m-15s-080823
10,11,H,H,5,0,2025-05-30--12h-19m-15s-080823
1,9,H,H,5,0,2025-05-30--12h-19m-15s-080823
1,12,H,H,5,0,2025-05-30--12h-19m-15s-080823
1,11,H,H,5,0,2025-05-30--12h-19m-15s-080823
1,10,H,H,5,0,2025-05-30--12h-19m-15s-080823
1,4,H,H,5,0,2025-05-30--12h-19m-15s-080823
1,7,H,H,5,0,2025-05-30--12h-19m-15s-080823
1,2,H,H,5,0,2025-05-30--12h-19m-15s-080823
4,9,H,H,5,0,2025-05-30--12h-19m-15s-080823
4,12,H,H,5,0,2025-05-30--12h-19m-15s-080823
4,11,H,H,5,0,2025-05-30--12h-19m-15s-080823
4,10,H,H,5,0,2025-05-30--12h-19m-15s-080823
4,7,H,H,5,0,2025-05-30--12h-19m-15s-080823
7,9,H,H,5,0,2025-05-30--12h-19m-15s-080823
7,12,H,H,5,0,2025-05-30--12h-19m-15s-080823
7,11,H,H,5,0,2025-05-30--12h-19m-15s-080823
7,10,H,H,5,0,2025-05-30--12h-19m-15s-080823
2,9,H,H,5,0,2025-05-30--12h-19m-15s-080823
2,12,H,H,5,0,2025-05-30--12h-19m-15s-080823
2,11,H,H,5,0,2025-05-30--12h-19m-15s-080823
2,10,H,H,5,0,2025-05-30--12h-19m-15s-080823
2,4,H,H,5,0,2025-05-30--12h-19m-15s-080823
2,7,H,H,5,0,2025-05-30--12h-19m-15s-080823
9,12,H,H,7,0,2025-05-30--12h-19m-15s-119311
9,11,H,H,7,0,2025-05-30--12h-19m-15s-119311
9,10,H,H,7,0,2025-05-30--12h-19m-15s-119311
11,12,H,H,7,0,2025-05-30--12h-19m-15s-119311
10,12,H,H,7,0,2025-05-30--12h-19m-15s-119311
10,11,H,H,7,0,2025-05-30--12h-19m-15s-119311
1,9,H,H,7,0,2025-05-30--12h-19m-15s-119311
1,12,H,H,7,0,2025-05-30--12h-19m-15s-119311
1,11,H,H,7,0,2025-05-30--12h-19m-15s-119311
1,10,H,H,7,0,2025-05-30--12h-19m-15s-119311
1,4,H,H,7,0,2025-05-30--12h-19m-15s-119311
1,7,H,H,7,0,2025-05-30--12h-19m-15s-119311
1,2,H,H,7,0,2025-05-30--12h-19m-15s-119311
4,9,H,H,7,0,2025-05-30--12h-19m-15s-119311
4,12,H,H,7,0,2025-05-30--12h-19m-15s-119311
4,11,H,H,7,0,2025-05-30--12h-19m-15s-119311
4,10,H,H,7,0,2025-05-30--12h-19m-15s-119311
4,7,H,H,7,0,2025-05-30--12h-19m-15s-119311
7,9,H,H,7,0,2025-05-30--12h-19m-15s-119311
7,12,H,H,7,0,2025-05-30--12h-19m-15s-119311
7,11,H,H,7,0,2025-05-30--12h-19m-15s-119311
7,10,H,H,7,0,2025-05-30--12h-19m-15s-119311
2,9,H,H,7,0,2025-05-30--12h-19m-15s-119311
2,12,H,H,7,0,2025-05-30--12h-19m-15s-119311
2,11,H,H,7,0,2025-05-30--12h-19m-15s-119311
2,10,H,H,7,0,2025-05-30--12h-19m-15s-119311
2,4,H,H,7,0,2025-05-30--12h-19m-15s-119311
2,7,H,H,7,0,2025-05-30--12h-19m-15s-119311
9,12,H,H,8,0,2025-05-30--12h-19m-15s-138810
9,11,H,H,8,0,2025-05-30--12h-19m-15s-138810
9,10,H,H,8,0,2025-05-30--12h-19m-15s-138810
11,12,H,H,8,0,2025-05-30--12h-19m-15s-138810
10,12,H,H,8,0,2025-05-30--12h-19m-15s-138810
10,11,H,H,8,0,2025-05-30--12h-19m-15s-138810
1,9,H,H,8,0,2025-05-30--12h-19m-15s-138810
1,12,H,H,8,0,2025-05-30--12h-19m-15s-138810
1,11,H,H,8,0,2025-05-30--12h-19m-15s-138810
1,10,H,H,8,0,2025-05-30--12h-19m-15s-138810
1,4,H,H,8,1,2025-05-30--12h-19m-15s-138810
1,7,H,H,8,0,2025-05-30--12h-19m-15s-138810
1,2,H,H,8,0,2025-05-30--12h-19m-15s-138810
4,9,H,H,8,0,2025-05-30--12h-19m-15s-138810
4,12,H,H,8,0,2025-05-30--12h-19m-15s-138810
4,11,H,H,8,0,2025-05-30--12h-19m-15s-138810
4,10,H,H,8,0,2025-05-30--12h-19m-15s-138810
4,7,H,H,8,0,2025-05-30--12h-19m-15s-138810
7,9,H,H,8,0,2025-05-30--12h-19m-15s-138810
7,12,H,H,8,0,2025-05-30--12h-19m-15s-138810
7,11,H,H,8,0,2025-05-30--12h-19m-15s-138810
7,10,H,H,8,0,2025-05-30--12h-19m-15s-138810
2,9,H,H,8,0,2025-05-30--12h-19m-15s-138810
2,12,H,H,8,0,2025-05-30--12h-19m-15s-138810
2,11,H,H,8,0,2025-05-30--12h-19m-15s-138810
