,Measurement Basis,TT,TR,RT,RR
0,H,368,115838,707,95907
1,D,59763,58364,70849,47178
2,R,61364,56341,75129,44835
3,V,116087,514,133185,1186
4,A,57083,59078,67219,49022
5,L,56326,60885,65350,50592
