Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,66670,58434,69085,46753,135755,105187
1,D,118283,7365,132593,1161,250876,8526
2,R,35580,90959,69246,49268,104826,140227
3,V,58679,66552,71342,45505,130021,112057
4,A,7212,119468,693,100637,7905,220105
5,L,90139,35614,64905,51872,155044,87486
