,Measurement Basis,TT,TR,RT,RR
0,H,99082,45539,128891,37870
1,D,138212,6492,157569,15041
2,R,69850,78185,123178,43912
3,V,44248,102346,60496,89083
4,A,5767,142224,19928,124810
5,L,75252,72176,54792,96662
