Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,99082,45539,128891,37870,227973,83409
1,D,138212,6492,157569,15041,295781,21533
2,R,69850,78185,123178,43912,193028,122097
3,V,44248,102346,60496,89083,104744,191429
4,A,5767,142224,19928,124810,25695,267034
5,L,75252,72176,54792,96662,130044,168838
