Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,341,115657,712,95574,1053,211231
1,D,59643,57812,70783,47431,130426,105243
2,R,61093,55570,75182,44248,136275,99818
3,V,116315,579,134375,1220,250690,1799
4,A,58229,60503,68372,49871,126601,110374
5,L,55531,61415,65975,50592,121506,112007
