,Measurement Basis,TT,TR,RT,RR
0,H,341,115657,712,95574
1,D,59643,57812,70783,47431
2,R,61093,55570,75182,44248
3,V,116315,579,134375,1220
4,A,58229,60503,68372,49871
5,L,55531,61415,65975,50592
