data_dir,C,DB_H,DB_V,SB,N
2025-05-30--20h-24m-19s,14.5,96.0,1.0,9.5,121.0
2025-05-30--20h-24m-19s,17.0,88.0,1.0,13.0,119.0
2025-05-30--20h-24m-19s,13.0,89.0,4.0,12.0,118.0
2025-05-30--20h-24m-19s,11.5,88.0,3.0,15.0,117.5
2025-05-30--20h-24m-19s,17.0,81.0,10.0,11.5,119.5
2025-05-30--20h-24m-19s,17.5,86.0,5.0,9.5,118.0
2025-05-30--20h-24m-19s,14.5,85.0,1.0,17.5,118.0
2025-05-30--20h-24m-19s,16.5,87.0,5.0,11.0,119.5
2025-05-30--20h-24m-19s,17.5,85.0,6.0,12.5,121.0
2025-05-30--20h-24m-19s,8.5,102.0,2.0,8.0,120.5
2025-05-30--20h-24m-19s,18.0,82.0,3.0,15.5,118.5
2025-05-30--20h-24m-19s,13.0,86.0,2.0,20.0,121.0
2025-05-30--20h-24m-19s,17.0,87.0,1.0,12.5,117.5
2025-05-30--20h-24m-19s,19.0,84.0,3.0,14.5,120.5
2025-05-30--20h-24m-19s,9.5,95.0,6.0,11.5,122.0
2025-05-30--20h-24m-19s,14.0,94.0,1.0,11.0,120.0
2025-05-30--20h-24m-19s,13.0,93.0,2.0,14.0,122.0
2025-05-30--20h-24m-19s,15.5,84.0,6.0,14.5,120.0
2025-05-30--20h-24m-19s,19.0,86.0,1.0,13.5,119.5
2025-05-30--20h-24m-19s,16.5,95.0,1.0,8.5,121.0
2025-05-30--20h-24m-19s,19.5,84.0,1.0,13.5,118.0
2025-05-30--20h-24m-19s,12.5,93.0,3.0,13.5,122.0
2025-05-30--20h-24m-19s,12.5,89.0,5.0,13.0,119.5
2025-05-30--20h-24m-19s,19.0,84.0,1.0,15.0,119.0
2025-05-30--20h-24m-19s,12.0,93.0,0.0,14.5,119.5
2025-05-30--20h-24m-19s,13.5,88.0,1.0,15.0,117.5
2025-05-30--20h-24m-19s,12.5,89.0,2.0,14.5,118.0
2025-05-30--20h-24m-19s,18.0,89.0,1.0,13.5,121.5
2025-05-30--20h-24m-19s,16.0,89.0,2.0,11.0,118.0
2025-05-30--20h-24m-19s,10.0,96.0,2.0,10.5,118.5
2025-05-30--20h-24m-19s,18.0,88.0,3.0,10.5,119.5
2025-05-30--20h-24m-19s,15.0,89.0,2.0,13.5,119.5
2025-05-30--20h-24m-19s,12.5,90.0,2.0,15.5,120.0
2025-05-30--20h-24m-19s,10.0,96.0,0.0,15.0,121.0
2025-05-30--20h-24m-19s,19.0,83.0,1.0,17.0,120.0
2025-05-30--20h-24m-19s,20.5,81.0,3.0,15.0,119.5
2025-05-30--20h-24m-19s,14.5,89.0,4.0,12.5,120.0
2025-05-30--20h-24m-19s,20.0,91.0,1.0,9.5,121.5
2025-05-30--20h-24m-19s,13.5,89.0,5.0,15.0,122.5
2025-05-30--20h-24m-19s,15.5,92.0,2.0,11.0,120.5
2025-05-30--20h-24m-19s,11.0,91.0,3.0,15.5,120.5
2025-05-30--20h-24m-19s,12.0,86.0,3.0,18.5,119.5
2025-05-30--20h-24m-19s,10.5,93.0,3.0,15.0,121.5
2025-05-30--20h-24m-19s,18.0,93.0,2.0,7.5,120.5
2025-05-30--20h-24m-19s,19.5,86.0,2.0,12.5,120.0
2025-05-30--20h-24m-19s,18.5,82.0,2.0,15.0,117.5
2025-05-30--20h-24m-19s,15.0,92.0,2.0,11.5,120.5
2025-05-30--20h-24m-19s,14.5,89.0,2.0,13.0,118.5
2025-05-30--20h-24m-19s,12.0,98.0,0.0,8.5,118.5
2025-05-30--20h-24m-19s,13.0,94.0,1.0,11.0,119.0
2025-05-30--20h-24m-19s,11.5,94.0,3.0,11.5,120.0
2025-05-30--20h-24m-19s,19.0,85.0,5.0,11.0,120.0
2025-05-30--20h-24m-19s,9.5,100.0,1.0,9.0,119.5
2025-05-30--20h-24m-19s,11.0,93.0,4.0,11.5,119.5
2025-05-30--20h-24m-19s,13.5,91.0,0.0,14.5,119.0
2025-05-30--20h-24m-19s,11.5,88.0,6.0,12.5,118.0
2025-05-30--20h-24m-19s,16.5,89.0,0.0,16.0,121.5
2025-05-30--20h-24m-19s,16.0,92.0,1.0,11.5,120.5
2025-05-30--20h-24m-19s,10.5,98.0,2.0,8.5,119.0
2025-05-30--20h-24m-19s,16.0,87.0,1.0,15.0,119.0
2025-05-30--20h-24m-19s,13.5,96.0,0.0,9.0,118.5
2025-05-30--20h-24m-19s,12.5,91.0,4.0,13.0,120.5
2025-05-30--20h-24m-19s,16.0,89.0,3.0,11.5,119.5
2025-05-30--20h-24m-19s,15.5,88.0,2.0,16.5,122.0
2025-05-30--20h-24m-19s,13.5,90.0,1.0,15.0,119.5
2025-05-30--20h-24m-19s,15.0,93.0,3.0,9.5,120.5
2025-05-30--20h-24m-19s,20.5,85.0,0.0,13.0,118.5
2025-05-30--20h-24m-19s,19.0,90.0,2.0,10.5,121.5
2025-05-30--20h-24m-19s,14.5,92.0,3.0,10.0,119.5
2025-05-30--20h-24m-19s,12.0,94.0,2.0,10.5,118.5
2025-05-30--20h-24m-19s,16.0,86.0,6.0,13.0,121.0
2025-05-30--20h-24m-19s,18.5,81.0,4.0,19.0,122.5
2025-05-30--20h-24m-19s,17.5,92.0,2.0,7.5,119.0
2025-05-30--20h-24m-19s,11.5,91.0,2.0,17.0,121.5
