Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,72960,6261,82727,6678,155687,12939
1,D,22065,65427,19850,52874,41915,118301
2,R,47705,36791,42204,36755,89909,73546
3,V,5071,84265,5950,60562,11021,144827
4,A,54804,26377,66639,17616,121443,43993
5,L,30157,56566,44264,34699,74421,91265
