Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,19362,100836,21571,82096,40933,182932
1,D,100171,20698,116191,14520,216362,35218
2,R,42734,77924,74329,45983,117063,123907
3,V,101005,19322,118137,12568,219142,31890
4,A,20173,98830,21965,84301,42138,183131
5,L,78206,43214,64785,52621,142991,95835
