Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,136011,5882,169468,4773,305479,10655
1,D,97694,46146,114682,49210,212376,95356
2,R,68349,77519,95883,64234,164232,141753
3,V,5679,140578,12336,126580,18015,267158
4,A,44200,100768,59325,92704,103525,193472
5,L,73839,71288,75404,79654,149243,150942
