Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,274,80273,662,65675,936,145948
1,D,35881,39998,49395,33407,85276,73405
2,R,36443,38914,52050,31200,88493,70114
3,V,69313,483,92952,1131,162265,1614
4,A,33922,40632,46379,34335,80301,74967
5,L,33321,41646,45236,35060,78557,76706
