Unnamed: 0,Measurement Basis,TT,TR,RT,RR,T,R
0,H,46876,40683,47755,32648,94631,73331
1,D,82456,5640,91421,1001,173877,6641
2,R,25096,62099,47428,34048,72524,96147
3,V,41046,46185,49281,31353,90327,77538
4,A,5341,81042,434,67816,5775,148858
5,L,62332,24672,44427,35323,106759,59995
